row_id,REGION,YEAR,RESILIENCE
127,内蒙古,2011,0.419323
128,北京,2011,0.668854
129,吉林,2011,0.449072
130,四川,2011,0.359166
131,天津,2011,0.535635
132,宁夏,2011,0.412697
133,安徽,2011,0.396273
134,山东,2011,0.505092
135,山西,2011,0.422136
136,广东,2011,0.541859
137,广西,2011,0.348186
138,新疆,2011,0.411859
139,江苏,2011,0.552646
140,江西,2011,0.385327
141,河北,2011,0.44715
142,河南,2011,0.350253
143,浙江,2011,0.535648
144,海南,2011,0.491231
145,湖北,2011,0.42463
146,湖南,2011,0.368708
147,甘肃,2011,0.359947
148,福建,2011,0.453049
149,西藏,2011,0.317919
150,贵州,2011,0.275602
151,辽宁,2011,0.444907
152,重庆,2011,0.442678
153,陕西,2011,0.414403
154,青海,2011,0.373904
155,黑龙江,2011,0.377136
156,上海,2012,0.526176
157,云南,2012,0.347748
158,内蒙古,2012,0.448772
159,北京,2012,0.658791
160,吉林,2012,0.466449
161,四川,2012,0.39246
162,天津,2012,0.534562
163,宁夏,2012,0.407541
164,安徽,2012,0.41698
165,山东,2012,0.534039
166,山西,2012,0.441759
167,广东,2012,0.545192
168,广西,2012,0.375472
169,新疆,2012,0.422863
170,江苏,2012,0.5707
171,江西,2012,0.419137
172,河北,2012,0.467158
173,河南,2012,0.377548
174,浙江,2012,0.545434
175,海南,2012,0.485041
176,湖北,2012,0.442962
177,湖南,2012,0.391856
178,甘肃,2012,0.368415
179,福建,2012,0.476074
180,西藏,2012,0.318495
181,贵州,2012,0.311746
182,辽宁,2012,0.463735
183,重庆,2012,0.477662
184,陕西,2012,0.435487
185,青海,2012,0.391152
186,黑龙江,2012,0.394657
187,上海,2013,0.53572
188,云南,2013,0.366942
189,内蒙古,2013,0.473423
190,北京,2013,0.674361
191,吉林,2013,0.481171
192,四川,2013,0.408049
193,天津,2013,0.552631
194,宁夏,2013,0.434026
195,安徽,2013,0.450552
196,山东,2013,0.566115
197,山西,2013,0.47114
198,广东,2013,0.568732
199,广西,2013,0.4026
200,新疆,2013,0.446691
201,江苏,2013,0.596878
202,江西,2013,0.427136
203,河北,2013,0.497886
204,河南,2013,0.398643
205,浙江,2013,0.558955
206,海南,2013,0.49868
207,湖北,2013,0.4697
208,湖南,2013,0.411202
209,甘肃,2013,0.394257
210,福建,2013,0.490634
211,西藏,2013,0.323733
212,贵州,2013,0.348803
213,辽宁,2013,0.485395
214,重庆,2013,0.482145
215,陕西,2013,0.45056
216,青海,2013,0.443683
217,黑龙江,2013,0.416093
218,上海,2014,0.550337
219,云南,2014,0.397287
220,内蒙古,2014,0.506722
221,北京,2014,0.712985
222,吉林,2014,0.51361
223,四川,2014,0.415194
224,天津,2014,0.556882
225,宁夏,2014,0.461013
226,安徽,2014,0.465249
227,山东,2014,0.560009
228,山西,2014,0.475816
229,广东,2014,0.564603
230,广西,2014,0.424883
231,新疆,2014,0.462427
232,江苏,2014,0.610855
233,江西,2014,0.429128
234,河北,2014,0.515973
235,河南,2014,0.418202
236,浙江,2014,0.577114
237,海南,2014,0.501308
238,湖北,2014,0.490543
239,湖南,2014,0.433281
240,甘肃,2014,0.411181
241,福建,2014,0.505267
242,西藏,2014,0.397168
243,贵州,2014,0.370628
244,辽宁,2014,0.499975
245,重庆,2014,0.484962
246,陕西,2014,0.461902
247,青海,2014,0.439271
248,黑龙江,2014,0.425469
249,上海,2015,0.568463
250,云南,2015,0.404807
251,内蒙古,2015,0.525806
252,北京,2015,0.728648
253,吉林,2015,0.479282
254,四川,2015,0.43096
255,天津,2015,0.563292
256,宁夏,2015,0.480593
257,安徽,2015,0.486341
258,山东,2015,0.563983
259,山西,2015,0.472558
260,广东,2015,0.553823
261,广西,2015,0.444676
262,新疆,2015,0.478019
263,江苏,2015,0.630445
264,江西,2015,0.449105
265,河北,2015,0.536798
266,河南,2015,0.443046
267,浙江,2015,0.586198
268,海南,2015,0.518481
269,湖北,2015,0.5163
270,湖南,2015,0.446534
271,甘肃,2015,0.433226
272,福建,2015,0.51946
273,西藏,2015,0.499595
274,贵州,2015,0.39838
275,辽宁,2015,0.501732
276,重庆,2015,0.511394
277,陕西,2015,0.488546
278,青海,2015,0.475795
279,黑龙江,2015,0.435057
280,上海,2016,0.592469
281,云南,2016,0.435511
282,内蒙古,2016,0.528557
283,北京,2016,0.744284
284,吉林,2016,0.485851
285,四川,2016,0.439908
286,天津,2016,0.551093
287,宁夏,2016,0.478129
288,安徽,2016,0.507492
289,山东,2016,0.571436
290,山西,2016,0.497376
291,广东,2016,0.561725
292,广西,2016,0.451133
293,新疆,2016,0.489036
294,江苏,2016,0.63803
295,江西,2016,0.477471
296,河北,2016,0.531614
297,河南,2016,0.464707
298,浙江,2016,0.595786
299,海南,2016,0.524132
300,湖北,2016,0.533078
301,湖南,2016,0.463082
302,甘肃,2016,0.445152
303,福建,2016,0.536341
304,西藏,2016,0.369127
305,贵州,2016,0.434704
306,辽宁,2016,0.48551
307,重庆,2016,0.519104
308,陕西,2016,0.48222
309,青海,2016,0.465196
310,黑龙江,2016,0.430199
311,上海,2017,0.625288
312,云南,2017,0.443124
313,内蒙古,2017,0.528268
314,北京,2017,0.773938
315,吉林,2017,0.480768
316,四川,2017,0.462113
317,天津,2017,0.59329
318,宁夏,2017,0.51035
319,安徽,2017,0.540702
320,山东,2017,0.579711
321,山西,2017,0.513252
322,广东,2017,0.58098
323,广西,2017,0.472798
324,新疆,2017,0.493587
325,江苏,2017,0.641002
326,江西,2017,0.499632
327,河北,2017,0.564887
328,河南,2017,0.493947
329,浙江,2017,0.614031
330,海南,2017,0.530451
331,湖北,2017,0.532118
332,湖南,2017,0.468337
333,甘肃,2017,0.452088
334,福建,2017,0.546261
335,西藏,2017,0.417682
336,贵州,2017,0.442363
337,辽宁,2017,0.508142
338,重庆,2017,0.539043
339,陕西,2017,0.504228
340,青海,2017,0.474588
341,黑龙江,2017,0.475114
342,上海,2018,0.632914
343,云南,2018,0.446277
344,内蒙古,2018,0.536834
345,北京,2018,0.749653
346,吉林,2018,0.490411
347,四川,2018,0.491918
348,天津,2018,0.544526
349,宁夏,2018,0.544898
350,安徽,2018,0.558274
351,山东,2018,0.589928
352,山西,2018,0.547753
353,广东,2018,0.608917
354,广西,2018,0.481223
355,新疆,2018,0.521332
356,江苏,2018,0.643986
357,江西,2018,0.513969
358,河北,2018,0.589582
359,河南,2018,0.526978
360,浙江,2018,0.622554
361,海南,2018,0.552357
362,湖北,2018,0.562906
363,湖南,2018,0.499629
364,甘肃,2018,0.469432
365,福建,2018,0.57635
366,西藏,2018,0.391744
367,贵州,2018,0.457073
368,辽宁,2018,0.506709
369,重庆,2018,0.559405
370,陕西,2018,0.514207
371,青海,2018,0.488336
372,黑龙江,2018,0.475458
373,上海,2019,0.634019
374,云南,2019,0.463685
375,内蒙古,2019,0.537024
376,北京,2019,0.735102
377,吉林,2019,0.51554
378,四川,2019,0.519097
379,天津,2019,0.652388
380,宁夏,2019,0.538119
381,安徽,2019,0.591981
382,山东,2019,0.596554
383,山西,2019,0.584477
384,广东,2019,0.631258
385,广西,2019,0.498959
386,新疆,2019,0.545591
387,江苏,2019,0.653848
388,江西,2019,0.53653
389,河北,2019,0.610651
390,河南,2019,0.525705
391,浙江,2019,0.640056
392,海南,2019,0.566877
393,湖北,2019,0.587328
394,湖南,2019,0.543166
395,甘肃,2019,0.469733
396,福建,2019,0.613097
397,西藏,2019,0.410796
398,贵州,2019,0.484633
399,辽宁,2019,0.511952
400,重庆,2019,0.577607
401,陕西,2019,0.545181
402,青海,2019,0.522431
403,黑龙江,2019,0.516244
404,上海,2020,0.602457
405,云南,2020,0.451505
406,内蒙古,2020,0.539244
407,北京,2020,0.678455
408,吉林,2020,0.514003
409,四川,2020,0.522168
410,天津,2020,0.549141
411,宁夏,2020,0.529011
412,安徽,2020,0.570763
413,山东,2020,0.598762
414,山西,2020,0.592089
415,广东,2020,0.592478
416,广西,2020,0.505758
417,新疆,2020,0.538861
418,江苏,2020,0.631126
419,江西,2020,0.543501
420,河北,2020,0.598597
421,河南,2020,0.514465
422,浙江,2020,0.620341
423,海南,2020,0.547922
424,湖北,2020,0.540453
425,湖南,2020,0.557289
426,甘肃,2020,0.471536
427,福建,2020,0.587198
428,西藏,2020,0.450169
429,贵州,2020,0.489773
430,辽宁,2020,0.498686
431,重庆,2020,0.531393
432,陕西,2020,0.516455
433,青海,2020,0.532763
434,黑龙江,2020,0.527241
435,上海,2021,0.640041
436,云南,2021,0.467638
437,内蒙古,2021,0.555138
438,北京,2021,0.682845
439,吉林,2021,0.529619
440,四川,2021,0.52662
441,天津,2021,0.55256
442,宁夏,2021,0.526465
443,安徽,2021,0.590829
444,山东,2021,0.616817
445,山西,2021,0.606568
446,广东,2021,0.60541
447,广西,2021,0.519195
448,新疆,2021,0.546508
449,江苏,2021,0.657246
450,江西,2021,0.589518
451,河北,2021,0.581967
452,河南,2021,0.520947
453,浙江,2021,0.622391
454,海南,2021,0.580847
455,湖北,2021,0.566689
456,湖南,2021,0.569453
457,甘肃,2021,0.47702
458,福建,2021,0.61662
459,西藏,2021,0.45503
460,贵州,2021,0.496526
461,辽宁,2021,0.524228
462,重庆,2021,0.587532
463,陕西,2021,0.532567
464,青海,2021,0.548271
465,黑龙江,2021,0.522794
466,上海,2022,0.633972
467,云南,2022,0.464937
468,内蒙古,2022,0.548347
469,北京,2022,0.671017
470,吉林,2022,0.519728
471,四川,2022,0.530748
472,天津,2022,0.545438
473,宁夏,2022,0.538799
474,安徽,2022,0.595247
475,山东,2022,0.607962
476,山西,2022,0.605052
477,广东,2022,0.598961
478,广西,2022,0.531084
479,新疆,2022,0.551347
480,江苏,2022,0.644596
481,江西,2022,0.598967
482,河北,2022,0.577204
483,河南,2022,0.514947
484,浙江,2022,0.627343
485,海南,2022,0.574
486,湖北,2022,0.571364
487,湖南,2022,0.560436
488,甘肃,2022,0.489343
489,福建,2022,0.610356
490,西藏,2022,0.465791
491,贵州,2022,0.501224
492,辽宁,2022,0.510772
493,重庆,2022,0.602723
494,陕西,2022,0.553634
495,青海,2022,0.561964
496,黑龙江,2022,0.52555
497,上海,2023,0.661968
498,云南,2023,0.492741
499,内蒙古,2023,0.555041
500,北京,2023,0.680596
501,吉林,2023,0.551096
502,四川,2023,0.553599
503,天津,2023,0.548104
504,宁夏,2023,0.555274
505,安徽,2023,0.602285
506,山东,2023,0.617723
507,山西,2023,0.594087
508,广东,2023,0.606018
509,广西,2023,0.532261
510,新疆,2023,0.567854
511,江苏,2023,0.650255
512,江西,2023,0.616893
513,河北,2023,0.584177
514,河南,2023,0.530842
515,浙江,2023,0.644735
516,海南,2023,0.568264
517,湖北,2023,0.592645
518,湖南,2023,0.567853
519,甘肃,2023,0.515395
520,福建,2023,0.626033
521,西藏,2023,0.502713
522,贵州,2023,0.506443
523,辽宁,2023,0.523497
524,重庆,2023,0.614021
525,陕西,2023,0.562036
526,青海,2023,0.592211
527,黑龙江,2023,0.535109
528,上海,2024,0.667788
529,云南,2024,0.498039
530,内蒙古,2024,0.562382
531,北京,2024,0.683889
532,吉林,2024,0.557938
533,四川,2024,0.556586
534,天津,2024,0.547834
535,宁夏,2024,0.562876
536,安徽,2024,0.606839
537,山东,2024,0.619918
538,山西,2024,0.606527
539,广东,2024,0.610713
540,广西,2024,0.533602
541,新疆,2024,0.576105
542,江苏,2024,0.656565
543,江西,2024,0.621367
544,河北,2024,0.584914
545,河南,2024,0.530599
546,浙江,2024,0.651048
547,海南,2024,0.567699
548,湖北,2024,0.596454
549,湖南,2024,0.573582
550,甘肃,2024,0.52006
551,福建,2024,0.629748
552,西藏,2024,0.507827
553,贵州,2024,0.514397
554,辽宁,2024,0.531566
555,重庆,2024,0.620696
556,陕西,2024,0.571548
557,青海,2024,0.595509
558,黑龙江,2024,0.539664
