row_id,年度标识,城市名称,城市代码,城市类别,省份名称,gdp（亿元人民币）,第一产业增加值（亿元人民币）,第二产业增加值,第三产业增加值,第一产业占GDP比重,第二产业占GDP比重,第三产业占GDP比重,产业结构,产业整体升级,产业结构高级化
18,2017.0,北京市,110000.0,直辖市,北京市,29883.0,121.9000015258789,5049.39990234375,24711.69921875,0.0040792422369122505,0.16897232830524445,0.8269484043121338,0.8269484043121338,2.822869062423706,4.89398717880249
19,2018.0,北京市,110000.0,直辖市,北京市,33106.0,120.5999984741211,5477.39990234375,27508.099609375,0.003642844036221504,0.16545036435127258,0.830909788608551,0.830909788608551,2.827272891998291,5.022109031677246
20,2019.0,北京市,110000.0,直辖市,北京市,35371.28,113.69000244140624,5715.06005859375,29542.529296875,0.003214189549908042,0.16157345473766327,0.8352123498916626,0.8352123498916626,2.831998109817505,5.169241905212402
21,2020.0,北京市,110000.0,直辖市,北京市,36102.6,107.5999984741211,5716.39990234375,30278.599609375,0.0029803947545588017,0.15833762288093567,0.8386819958686829,0.8386819958686829,2.8357017040252686,5.29679536819458
22,2021.0,北京市,110000.0,直辖市,北京市,40269.6,111.3000030517578,7268.60009765625,32889.6015625,0.002763871569186449,0.18049843609333038,0.8167352676391602,0.8167352676391602,2.8139665126800537,4.524888038635254
23,2022.0,北京市,110000.0,直辖市,北京市,41610.9,111.5,6605.1,34894.3,0.0026795863583820583,0.1587348507242093,0.8385855629174087,0.8385855629174087,2.835905976559027,5.282932885194774
24,2023.0,北京市,110000.0,直辖市,北京市,43760.7,105.5,6525.6,37129.6,0.0024108389491027337,0.14912010091246258,0.8484690601384347,0.8484690601384347,2.846058221189332,5.689836949859016
25,2000.0,天津市,120000.0,直辖市,天津市,1701.88,73.69000244140625,863.8300170898438,764.3599853515625,0.043299175798892975,0.5075739622116089,0.44912683963775635,0.44912683963775635,2.405827522277832,0.8848499655723572
26,2001.0,天津市,120000.0,直辖市,天津市,1919.09,78.7300033569336,959.0599975585938,881.2999877929688,0.04102465510368347,0.49974727630615234,0.4592280685901642,0.4592280685901642,2.418203353881836,0.9189205765724182
27,2002.0,天津市,120000.0,直辖市,天津市,2150.76,84.20999908447266,1069.0799560546875,997.469970703125,0.039153601974248886,0.4970707893371582,0.4637755751609802,0.4637755751609802,2.424621820449829,0.9330171942710876
28,2003.0,天津市,120000.0,直辖市,天津市,2578.03,89.91000366210938,1337.31005859375,1150.8199462890625,0.03487546741962433,0.5187333226203918,0.4463950991630554,0.4463950991630554,2.411527395248413,0.8605483174324036
29,2004.0,天津市,120000.0,直辖市,天津市,3141.35,105.27999877929688,1708.02001953125,1328.050048828125,0.03351425379514694,0.5437216758728027,0.4227641224861145,0.4227641224861145,2.3892500400543213,0.7775377631187439
30,2005.0,天津市,120000.0,直辖市,天津市,3947.94,112.37999725341795,2165.830078125,1669.72998046875,0.028465477749705315,0.548597514629364,0.4229370057582855,0.4229370057582855,2.3944714069366455,0.7709422707557678
31,2006.0,天津市,120000.0,直辖市,天津市,4518.94,103.3499984741211,2497.919921875,1917.6700439453125,0.02287040650844574,0.5527667999267578,0.42436280846595764,0.42436280846595764,2.4014923572540283,0.7677067518234253
32,2007.0,天津市,120000.0,直辖市,天津市,5317.96,107.47000122070312,2941.830078125,2268.659912109375,0.020208876579999924,0.5531877279281616,0.42660340666770935,0.42660340666770935,2.4063944816589355,0.7711730003356934
33,2008.0,天津市,120000.0,直辖市,天津市,6805.54,116.5999984741211,3776.89990234375,2912.0400390625,0.01713309995830059,0.5549743175506592,0.4278925657272339,0.4278925657272339,2.410759449005127,0.7710133194923401
34,2009.0,天津市,120000.0,直辖市,天津市,7618.2,119.52999877929688,4063.9599609375,3434.7099609375,0.01569005846977234,0.5334541201591492,0.4508558511734009,0.4508558511734009,2.4351658821105957,0.8451633453369141
35,2010.0,天津市,120000.0,直辖市,天津市,9343.77,131.7100067138672,4937.5,4274.56005859375,0.014096024446189404,0.5284269452095032,0.45747703313827515,0.45747703313827515,2.4433810710906982,0.8657336831092834
36,2011.0,天津市,120000.0,直辖市,天津市,11461.7,141.10000610351562,6058.8798828125,5261.72021484375,0.012310565449297428,0.528619647026062,0.45906978845596313,0.45906978845596313,2.4467592239379883,0.8684312105178833
37,2012.0,天津市,120000.0,直辖市,天津市,13087.17,147.89999389648438,6828.0400390625,6111.22998046875,0.011301144026219845,0.521735429763794,0.46696344017982483,0.46696344017982483,2.455662250518799,0.8950196504592896
38,2013.0,天津市,120000.0,直辖市,天津市,14659.85,154.7899932861328,7460.06005859375,7045.0,0.010558770969510078,0.5088769793510437,0.48056426644325256,0.48056426644325256,2.470005512237549,0.9443623423576355
39,2014.0,天津市,120000.0,直辖市,天津市,15964.54,158.82000732421875,7933.52978515625,7872.18994140625,0.009948298335075378,0.49694696068763733,0.4931047260761261,0.4931047260761261,2.483156442642212,0.9922682642936707
40,2015.0,天津市,120000.0,直辖市,天津市,16794.67,162.30999755859375,7918.10009765625,8714.259765625,0.009664375334978104,0.4714650511741638,0.5188705325126648,0.5188705325126648,2.5092060565948486,1.100549340248108
41,2016.0,天津市,120000.0,直辖市,天津市,17837.89,168.4600067138672,7571.35009765625,10098.080078125,0.009443942457437515,0.4244532287120819,0.5661028623580933,0.5661028623580933,2.556658983230591,1.333722472190857
42,2017.0,天津市,120000.0,直辖市,天津市,18549.19,168.9600067138672,7593.59326171875,10786.63671875,0.009108753874897957,0.40937599539756775,0.5815152525901794,0.5815152525901794,2.572406530380249,1.4204918146133423
43,2018.0,天津市,120000.0,直辖市,天津市,18809.64,172.7100067138672,7609.80908203125,11027.12109375,0.009181994013488293,0.4045696258544922,0.5862483978271484,0.5862483978271484,2.577066421508789,1.4490667581558228
44,2019.0,天津市,120000.0,直辖市,天津市,14104.28,185.22999572753903,4969.18017578125,8949.8701171875,0.013132892549037933,0.3523171842098236,0.6345499753952026,0.6345499753952026,2.621417284011841,1.80107581615448
45,2020.0,天津市,120000.0,直辖市,天津市,14083.73,210.17999267578125,4804.080078125,9069.4697265625,0.014923603273928165,0.341108500957489,0.643967866897583,0.643967866897583,2.6290442943573,1.8878681659698486
46,2021.0,天津市,120000.0,直辖市,天津市,15695.0458,225.41319274902344,5854.26513671875,9615.3671875,0.014362060464918613,0.373000830411911,0.6126371026039124,0.6126371026039124,2.5982749462127686,1.642454981803894
47,2022.0,天津市,120000.0,直辖市,天津市,16311.3,273.1,6038.9,9999.3,0.016742994120640294,0.3702280014468497,0.61302900443251,0.61302900443251,2.5962860103118697,1.6558148007087383
48,2023.0,天津市,120000.0,直辖市,天津市,16737.3,268.5,5982.6,10486.2,0.01604201394490151,0.35744116434550377,0.6265168217095948,0.6265168217095948,2.6104748077646933,1.7527830709056262
49,2000.0,石家庄市,130100.0,地级市,河北省,1003.11,146.45,466.45,390.21,0.14599595963954926,0.4650038480758667,0.38900020718574524,0.38900020718574524,2.243004322052002,0.8365526795387268
50,2001.0,石家庄市,130100.0,地级市,河北省,1085.43,153.59,501.9,429.94,0.1415015310049057,0.46239739656448364,0.39610108733177185,0.39610108733177185,2.2545995712280273,0.8566248416900635
51,2002.0,石家庄市,130100.0,地级市,河北省,1186.81,155.95,559.46,471.4,0.13140267133712769,0.47139811515808105,0.39719921350479126,0.39719921350479126,2.265796661376953,0.8425981998443604
52,2003.0,石家庄市,130100.0,地级市,河北省,1377.94,188.09,664.86,525.13,0.13650086522102356,0.48250287771224976,0.3810978829860687,0.3810978829860687,2.244800329208374,0.7898354530334473
53,2004.0,石家庄市,130100.0,地级市,河北省,1633.46,230.48,794.35,608.63,0.1410992592573166,0.4862990081310272,0.372601717710495,0.372601717710495,2.2315025329589844,0.7661987543106079
54,2005.0,石家庄市,130100.0,地级市,河北省,1786.78,247.83,865.69,673.44,0.13870202004909515,0.4844972491264343,0.3769014775753021,0.3769014775753021,2.238400936126709,0.7779228091239929
55,2006.0,石家庄市,130100.0,地级市,河北省,2026.63,257.58,979.88,789.17,0.1270976960659027,0.48350217938423157,0.3894001245498657,0.3894001245498657,2.2623023986816406,0.8053741455078125
56,2007.0,石家庄市,130100.0,地级市,河北省,2360.72,275.74,1164.41,920.57,0.11680334806442261,0.49324357509613037,0.389953076839447,0.389953076839447,2.2731497287750244,0.7905892133712769
57,2008.0,石家庄市,130100.0,地级市,河北省,2838.37,309.67,1424.58,1104.13,0.10910134762525558,0.5019007325172424,0.38900142908096313,0.38900142908096313,2.279906988143921,0.7750564813613892
58,2009.0,石家庄市,130100.0,地级市,河北省,3001.28,308.23,1488.03,1205.01,0.10269951820373535,0.4957984685897827,0.4014987051486969,0.4014987051486969,2.298792600631714,0.809802234172821
59,2010.0,石家庄市,130100.0,地级市,河北省,3401.02,369.69,1653.92,1377.75,0.1086997464299202,0.48630115389823914,0.4050990641117096,0.4050990641117096,2.2965991497039795,0.8330209255218506
60,2011.0,石家庄市,130100.0,地级市,河北省,4082.68,414.8,2031.95,1635.93,0.10159993171691895,0.497700035572052,0.40070003271102905,0.40070003271102905,2.299100160598755,0.8051034808158875
61,2012.0,石家庄市,130100.0,地级市,河北省,4500.21,452.27,2240.65,1807.28,0.10049975663423538,0.49789899587631226,0.40159904956817627,0.40159904956817627,2.3010950088500977,0.8065873980522156
62,2013.0,石家庄市,130100.0,地级市,河北省,4863.66,488.8,2359.36,2015.5,0.1005004495382309,0.4850997030735016,0.4143998622894287,0.4143998622894287,2.313899517059326,0.8542571067810059
63,2014.0,石家庄市,130100.0,地级市,河北省,5170.27,487.56,2417.62,2265.09,0.09430068731307983,0.46760034561157227,0.4380989670753479,0.4380989670753479,2.3437981605529785,0.936909019947052
64,2015.0,石家庄市,130100.0,地级市,河北省,5440.6,494.55,2452.62,2493.97,0.09089989960193634,0.4507995545864105,0.45839980244636536,0.45839980244636536,2.3676984310150146,1.016859531402588
65,2016.0,石家庄市,130100.0,地级市,河北省,5927.73,480.74,2694.15,2752.84,0.08110018819570541,0.4544994533061981,0.46440038084983826,0.46440038084983826,2.383300304412842,1.0217841863632202
66,2017.0,石家庄市,130100.0,地级市,河北省,6460.88,480.53,2913.91,3066.44,0.07437531650066376,0.45100823044776917,0.47461646795272827,0.47461646795272827,2.4002411365509033,1.0523455142974854
67,2018.0,石家庄市,130100.0,地级市,河北省,6082.62,420.31,2285.24,3376.46,0.06910015642642975,0.3756999373435974,0.555099606513977,0.555099606513977,2.4857988357543945,1.4775078296661377
68,2019.0,石家庄市,130100.0,地级市,河北省,5810.0,449.69,1831.89,3528.99,0.07739931344985962,0.31529948115348816,0.6073992848396301,0.6073992848396301,2.530196189880371,1.9264202117919922
69,2020.0,石家庄市,130100.0,地级市,河北省,5935.0,499.13,1744.89,3690.98,0.0840994119644165,0.2939999997615814,0.6219006180763245,0.6219006180763245,2.5378012657165527,2.1153080463409424
70,2021.0,石家庄市,130100.0,地级市,河北省,6490.3,504.8,2107.1,3878.4,0.07777760922908783,0.3246537148952484,0.597568690776825,0.597568690776825,2.5197911262512207,1.8406339883804321
71,2022.0,石家庄市,130100.0,地级市,河北省,7101.0,558.0,2334.0,4208.0,0.07858048162230671,0.32868610054921843,0.5925925925925926,0.5925925925925926,2.5137304604985213,1.8029134532990574
72,2023.0,石家庄市,130100.0,地级市,河北省,7534.2,576.9,2309.2,4648.1,0.0765708369833559,0.3064957128825887,0.6169334501340554,0.6169334501340554,2.5403626131506996,2.0128615970899015
73,2000.0,唐山市,130200.0,地级市,河北省,915.05,172.94,462.1,280.0,0.1889951378107071,0.5049996972084045,0.3059942126274109,0.3059942126274109,2.1169772148132324,0.605929434299469
74,2001.0,唐山市,130200.0,地级市,河北省,1006.46,179.65,514.3,312.61,0.17849691212177277,0.5109989643096924,0.3106034994125366,0.3106034994125366,2.132305383682251,0.6078358888626099
75,2002.0,唐山市,130200.0,地级市,河北省,1102.29,187.06,570.32,344.91,0.16970126330852509,0.5173956155776978,0.31290313601493835,0.31290313601493835,2.1432018280029297,0.604765772819519
76,2003.0,唐山市,130200.0,地级市,河北省,1295.32,193.78,715.02,386.52,0.1496001034975052,0.5520026087760925,0.2983973026275635,0.2983973026275635,2.1487972736358643,0.5405722856521606
77,2004.0,唐山市,130200.0,地级市,河北省,1626.33,213.38,914.98,497.98,0.13120338320732117,0.5626041293144226,0.3061986267566681,0.3061986267566681,2.1750075817108154,0.544252336025238
78,2005.0,唐山市,130200.0,地级市,河北省,2027.64,236.22,1161.63,629.78,0.11649996787309647,0.5728975534439087,0.3105975389480591,0.3105975389480591,2.1940877437591553,0.5421519875526428
79,2006.0,唐山市,130200.0,地级市,河北省,2362.14,256.06,1370.51,735.57,0.10840170085430145,0.5801984667778015,0.31139981746673584,0.31139981746673584,2.202998161315918,0.5367125868797302
80,2007.0,唐山市,130200.0,地级市,河北省,2779.42,286.84,1595.94,896.64,0.10320138931274414,0.5741989612579346,0.3225996792316437,0.3225996792316437,2.219398260116577,0.5618256330490112
81,2008.0,唐山市,130200.0,地级市,河北省,3561.19,340.09,2113.21,1107.89,0.09549897909164429,0.5933999419212341,0.3111010789871216,0.3111010789871216,2.215602159500122,0.5242687463760376
82,2009.0,唐山市,130200.0,地级市,河北省,3812.72,360.3,2202.23,1250.57,0.09449946135282516,0.5776007771492004,0.32799944281578064,0.32799944281578064,2.233699321746826,0.5678653120994568
83,2010.0,唐山市,130200.0,地级市,河北省,4469.16,421.89,2598.37,1448.9,0.09440028667449951,0.5814000964164734,0.3241996169090271,0.3241996169090271,2.229799270629883,0.5576187968254089
84,2011.0,唐山市,130200.0,地级市,河北省,5442.45,486.56,3269.83,1686.07,0.08940090984106064,0.6008011102676392,0.30979982018470764,0.30979982018470764,2.220402479171753,0.5156445503234863
85,2012.0,唐山市,130200.0,地级市,河北省,5861.64,528.72,3473.61,1859.31,0.0902000144124031,0.5926003456115723,0.31719961762428284,0.31719961762428284,2.226999521255493,0.5352673530578613
86,2013.0,唐山市,130200.0,地级市,河北省,6121.21,552.75,3593.15,1975.32,0.0903007760643959,0.5869999527931213,0.3227009177207947,0.3227009177207947,2.232403516769409,0.549746036529541
87,2014.0,唐山市,130200.0,地级市,河北省,6225.3,558.41,3595.11,2071.16,0.08970009535551071,0.5774998664855957,0.3327004313468933,0.3327004313468933,2.2428011894226074,0.5761047601699829
88,2015.0,唐山市,130200.0,地级市,河北省,6103.06,568.81,3364.62,2169.64,0.09320078790187836,0.5513004660606384,0.35550037026405334,0.35550037026405334,2.262302875518799,0.6448395252227783
89,2016.0,唐山市,130200.0,地级市,河北省,6354.87,599.26,3499.63,2255.98,0.0942993313074112,0.5507004857063293,0.35500016808509827,0.35500016808509827,2.2607007026672363,0.6446338891983032
90,2017.0,唐山市,130200.0,地级市,河北省,6530.15,465.73,3640.65,2423.77,0.07131995260715485,0.5575140118598938,0.37116605043411255,0.37116605043411255,2.2998461723327637,0.6657519936561584
91,2018.0,唐山市,130200.0,地级市,河北省,6954.97,493.11,3817.58,2644.28,0.07090038061141968,0.5488995909690857,0.380200058221817,0.380200058221817,2.3092997074127197,0.6926587224006653
92,2019.0,唐山市,130200.0,地级市,河北省,6890.0,531.22,3613.12,2745.67,0.07710014283657074,0.5244005918502808,0.3985007405281067,0.3985007405281067,2.3214035034179688,0.7599166631698608
93,2020.0,唐山市,130200.0,地级市,河北省,7211.0,592.74,3836.97,2781.28,0.08219941705465317,0.5320995450019836,0.38569962978363037,0.38569962978363037,2.303497314453125,0.7248636484146118
94,2021.0,唐山市,130200.0,地级市,河北省,8230.6,606.5,4546.8,3077.3,0.07368843257427216,0.5524263381958008,0.37388524413108826,0.37388524413108826,2.300196886062622,0.6768056750297546
95,2022.0,唐山市,130200.0,地级市,河北省,8900.7,638.4,4927.7,3334.6,0.07172469581044187,0.5536306133225476,0.3746446908670104,0.3746446908670104,2.302919995056568,0.6767051565639142
96,2023.0,唐山市,130200.0,地级市,河北省,9133.3,655.2,4660.0,3818.0,0.07173748809302224,0.5102208402220446,0.418030722739864,0.418030722739864,2.346271336756703,0.81931330472103
97,2000.0,秦皇岛市,130300.0,地级市,河北省,285.39,39.1,103.88,142.41,0.1370055079460144,0.3639931380748749,0.4990013539791107,0.4990013539791107,2.3619959354400635,1.3709087371826172
98,2001.0,秦皇岛市,130300.0,地级市,河北省,307.31,40.26,109.37,157.68,0.13100777566432953,0.35589468479156494,0.5130975246429443,0.5130975246429443,2.382089614868164,1.441711664199829
99,2002.0,秦皇岛市,130300.0,地级市,河北省,335.66,41.69,123.76,170.21,0.12420306354761124,0.36870643496513367,0.5070905089378357,0.5070905089378357,2.382887363433838,1.3753231763839722
100,2003.0,秦皇岛市,130300.0,地级市,河北省,387.03,38.9,153.5,194.64,0.10050900280475616,0.3966100811958313,0.5029067397117615,0.5029067397117615,2.402449369430542,1.2680130004882812
101,2004.0,秦皇岛市,130300.0,地级市,河北省,453.44,47.43,187.41,218.61,0.10460038483142853,0.41330716013908386,0.4821144938468933,0.4821144938468933,2.3775582313537598,1.1664799451828003
102,2005.0,秦皇岛市,130300.0,地级市,河北省,491.15,51.28,190.37,249.5,0.10440801829099655,0.38760054111480713,0.5079914331436157,0.5079914331436157,2.403583288192749,1.3106056451797485
103,2006.0,秦皇岛市,130300.0,地级市,河北省,552.05,58.19,208.45,285.41,0.10540711879730225,0.37759262323379517,0.5170002579689026,0.5170002579689026,2.411593198776245,1.3692013025283813
104,2007.0,秦皇岛市,130300.0,地级市,河北省,683.58,78.06,265.71,339.81,0.11419292539358139,0.3887035846710205,0.4971034824848175,0.4971034824848175,2.3829104900360107,1.278875470161438
105,2008.0,秦皇岛市,130300.0,地级市,河北省,808.95,91.09,327.95,389.83,0.11260275542736053,0.4054020643234253,0.4818962812423706,0.4818962812423706,2.369095802307129,1.1886873245239258
106,2009.0,秦皇岛市,130300.0,地级市,河北省,804.54,102.34,311.68,390.44,0.12720312178134918,0.3874014914035797,0.48529595136642456,0.48529595136642456,2.357893943786621,1.252695083618164
107,2010.0,秦皇岛市,130300.0,地级市,河北省,930.5,126.73,367.83,436.03,0.1361956000328064,0.3953036069869995,0.46859753131866455,0.46859753131866455,2.3325953483581543,1.1854116916656494
108,2011.0,秦皇岛市,130300.0,地级市,河北省,1070.08,139.97,419.47,510.64,0.13080330193042755,0.3919987380504608,0.4771979749202728,0.4771979749202728,2.3463947772979736,1.2173457145690918
109,2012.0,秦皇岛市,130300.0,地级市,河北省,1139.37,152.45,447.66,539.26,0.13380201160907745,0.39290133118629456,0.4732966423034668,0.4732966423034668,2.3394947052001953,1.2046195268630981
110,2013.0,秦皇岛市,130300.0,地级市,河北省,1168.75,171.46,447.52,549.67,0.14670374989509583,0.3829048275947571,0.4703058898448944,0.4703058898448944,2.3234310150146484,1.2282580137252808
111,2014.0,秦皇岛市,130300.0,地级市,河北省,1200.02,174.6,449.29,576.13,0.14549757540225983,0.37440210580825806,0.4801003336906433,0.4801003336906433,2.3346028327941895,1.282312035560608
112,2015.0,秦皇岛市,130300.0,地级市,河北省,1250.44,177.69,445.03,627.72,0.1421019732952118,0.35589873790740967,0.5019993185997009,0.5019993185997009,2.3598973751068115,1.4105116128921509
113,2016.0,秦皇岛市,130300.0,地级市,河北省,1349.35,195.93,468.63,684.8,0.14520324766635895,0.34730055928230286,0.5075036287307739,0.5075036287307739,2.3623151779174805,1.4612807035446167
114,2017.0,秦皇岛市,130300.0,地级市,河北省,1500.34,193.02,512.71,794.61,0.12865084409713745,0.34172919392585754,0.5296199321746826,0.5296199321746826,2.4009690284729004,1.549823522567749
115,2018.0,秦皇岛市,130300.0,地级市,河北省,1635.56,203.3,542.03,890.24,0.12429993599653244,0.33140331506729126,0.5443028807640076,0.5443028807640076,2.4200150966644287,1.6424182653427124
116,2019.0,秦皇岛市,130300.0,地级市,河北省,1612.0,206.34,530.19,875.48,0.12800247967243195,0.3289019763469696,0.5431017279624939,0.5431017279624939,2.415111541748047,1.651257038116455
117,2020.0,秦皇岛市,130300.0,地级市,河北省,1686.0,233.01,550.98,902.01,0.13820284605026245,0.32679715752601624,0.5350000262260437,0.5350000262260437,2.3967971801757812,1.637101173400879
118,2021.0,秦皇岛市,130300.0,地级市,河北省,1843.8,239.5,657.1,947.2,0.12989477813243866,0.3563835620880127,0.5137216448783875,0.5137216448783875,2.383826732635498,1.4414852857589722
119,2022.0,秦皇岛市,130300.0,地级市,河北省,1909.52,252.17,681.45,975.9,0.13205936570447022,0.35686978926641255,0.5110708450291173,0.5110708450291173,2.379011479324647,1.432093330398415
120,2023.0,秦皇岛市,130300.0,地级市,河北省,2001.01,259.95,640.41,1100.65,0.12990939575514365,0.32004337809406247,0.5500472261507939,0.5500472261507939,2.4201378303956504,1.71866460548711
121,2000.0,邯郸市,130400.0,地级市,河北省,542.35,94.91,258.16,188.74,0.1749977022409439,0.47600257396698,0.3480040431022644,0.3480040431022644,2.1710150241851807,0.7310969829559326
122,2001.0,邯郸市,130400.0,地级市,河北省,591.68,98.69,283.95,208.98,0.1667962372303009,0.4799046814441681,0.3531976640224457,0.3531976640224457,2.1861987113952637,0.7359746694564819
123,2002.0,邯郸市,130400.0,地级市,河北省,653.17,104.57,319.01,229.65,0.1600961536169052,0.48840272426605225,0.3515929877758026,0.3515929877758026,2.191680669784546,0.719883382320404
124,2003.0,邯郸市,130400.0,地级市,河北省,762.56,110.5,394.7,257.29,0.14490662515163422,0.5175986289978027,0.33740296959877014,0.33740296959877014,2.192312717437744,0.6518621444702148
125,2004.0,邯郸市,130400.0,地级市,河北省,936.49,125.02,488.38,323.09,0.13349848985671997,0.5215004682540894,0.3450010120868683,0.3450010120868683,2.2115025520324707,0.6615545153617859
126,2005.0,邯郸市,130400.0,地级市,河北省,1157.29,158.09,582.11,417.09,0.13660362362861633,0.5029940605163574,0.36040231585502625,0.36040231585502625,2.2237987518310547,0.7165140509605408
127,2006.0,邯郸市,130400.0,地级市,河北省,1359.46,172.79,708.28,478.39,0.12710194289684296,0.5210009813308716,0.35189709067344666,0.35189709067344666,2.22479510307312,0.6754249930381775
128,2007.0,邯郸市,130400.0,地级市,河北省,1608.13,208.74,845.55,553.84,0.12980294227600098,0.5257970690727234,0.344400018453598,0.344400018453598,2.214597225189209,0.6550056338310242
129,2008.0,邯郸市,130400.0,地级市,河北省,1990.36,230.29,1096.89,663.19,0.11570268869400024,0.5511013269424438,0.33320102095603943,0.33320102095603943,2.217508316040039,0.6046093702316284
130,2009.0,邯郸市,130400.0,地级市,河北省,2015.28,246.87,1086.03,682.37,0.12249910831451416,0.5388978123664856,0.3385981023311615,0.3385981023311615,2.2160890102386475,0.6283159852027893
131,2010.0,邯郸市,130400.0,地级市,河北省,2361.56,307.95,1280.2,773.41,0.13040108978748322,0.5420992970466614,0.3274996280670166,0.3274996280670166,2.19709849357605,0.6041321754455566
132,2011.0,邯郸市,130400.0,地级市,河北省,2789.03,350.58,1527.55,910.9,0.12569960951805115,0.5476993918418884,0.3266009986400604,0.3266009986400604,2.200901508331299,0.5963143706321716
133,2012.0,邯郸市,130400.0,地级市,河北省,3024.29,383.78,1620.72,1019.49,0.12689921259880066,0.5359010100364685,0.3371005952358246,0.3371005952358246,2.210002899169922,0.629035234451294
134,2013.0,邯郸市,130400.0,地级市,河北省,3061.5,394.93,1571.78,1094.79,0.12899886071681976,0.5134019255638123,0.3575992286205292,0.3575992286205292,2.22860050201416,0.6965287923812866
135,2014.0,邯郸市,130400.0,地级市,河北省,3080.01,403.17,1543.39,1133.44,0.13089892268180847,0.5010990500450134,0.36799880862236023,0.36799880862236023,2.237093448638916,0.7343834042549133
136,2015.0,邯郸市,130400.0,地级市,河北省,3145.43,402.93,1483.39,1259.12,0.12810012698173523,0.471601665019989,0.40030139684677124,0.40030139684677124,2.272207736968994,0.8488125205039978
137,2016.0,邯郸市,130400.0,地级市,河北省,3337.09,417.14,1576.44,1343.51,0.12500111758708954,0.47239959239959717,0.4025992751121521,0.4025992751121521,2.2775981426239014,0.8522430062294006
