row_id,province,year,field_003,field_004,income,government_intervention
145,黑龙江省,2014年,12170.8,3434.22,1301.31,0.2821687974496335
146,黑龙江省,2015年,11690.0,4020.66,1165.88,0.34394011976047906
147,黑龙江省,2016年,11895.0,4227.34,1148.41,0.3553879781420765
148,黑龙江省,2017年,12313.0,4641.08,1243.31,0.3769252010070657
149,黑龙江省,2018年,12846.5,4676.75,1282.6,0.3640485735414315
150,黑龙江省,2019年,13544.4,5011.56,1262.76,0.3700097457251706
151,黑龙江省,2020年,13633.4,5449.41,1152.51,0.3997102703654261
152,黑龙江省,2021年,14858.2,5104.81,1300.51,0.3435685345465804
153,黑龙江省,2022年,15831.5,5451.99,1290.66,0.3443760856520229
154,黑龙江省,2023年,15883.9,5776.44,1396.15,0.36366635398107516
155,湖北省,2010年,16226.9,2501.4,1011.23,0.15415143989301716
156,湖北省,2011年,19942.5,3214.74,1526.91,0.16120045129748026
157,湖北省,2012年,22590.9,3759.79,1823.05,0.16642940298969938
158,湖北省,2013年,25378.0,4371.65,2191.22,0.17226140751832295
159,湖北省,2014年,28242.1,4934.15,2566.9,0.17470903367667417
160,湖北省,2015年,30344.0,6132.84,3005.53,0.20211046664909044
161,湖北省,2016年,33353.0,6422.98,3102.06,0.1925757802896291
162,湖北省,2017年,37235.0,6801.26,3248.32,0.18265771451591245
163,湖北省,2018年,42022.0,7258.27,3307.08,0.17272547713102662
164,湖北省,2019年,45429.0,7970.21,3388.57,0.17544321908912808
165,湖北省,2020年,43004.5,8442.88,2511.54,0.19632550081968164
166,湖北省,2021年,50091.2,7933.67,3283.32,0.15838450665985243
167,湖北省,2022年,52741.7,8623.87,3281.13,0.16351141506625688
168,湖北省,2023年,55803.6,9299.07,3692.79,0.16663924908070446
169,湖南省,2010年,15574.3,2702.48,1081.69,0.17352176341793854
170,湖南省,2011年,18915.0,3520.76,1517.07,0.1861358710018504
171,湖南省,2012年,21207.2,4119.0,1782.16,0.19422648911690368
172,湖南省,2013年,23545.2,4690.89,2030.88,0.19922914224555324
173,湖南省,2014年,25881.3,5017.38,2262.79,0.1938612048081047
174,湖南省,2015年,28538.6,5728.72,2515.43,0.20073584548646398
175,湖南省,2016年,30853.5,6339.16,2697.88,0.20545999643476429
176,湖南省,2017年,33828.1,6869.39,2757.82,0.20306756808688636
177,湖南省,2018年,36329.7,7479.61,2860.84,0.20588141382945635
178,湖南省,2019年,39894.1,8034.42,3007.15,0.2013936897937289
179,湖南省,2020年,41542.6,8403.13,3008.66,0.20227742124951253
180,湖南省,2021年,45713.5,8325.5,3250.69,0.18212344274667222
181,湖南省,2022年,47558.6,8991.61,3101.76,0.1890638075973641
182,湖南省,2023年,50012.9,9581.12,3360.51,0.19157297417266347
183,吉林省,2010年,6410.5,1787.25,602.41,0.2788004055845878
184,吉林省,2011年,7734.6,2201.74,850.1,0.28466113309026964
185,吉林省,2012年,8678.0,2471.2,1041.25,0.284766075132519
186,吉林省,2013年,9427.9,2744.81,1156.96,0.29113694460060036
187,吉林省,2014年,9966.5,2913.25,1203.38,0.2923042191340992
188,吉林省,2015年,10018.0,3217.1,1229.35,0.3211319624675584
189,吉林省,2016年,10427.0,3586.09,1263.78,0.34392346791982353
190,吉林省,2017年,10922.0,3725.72,1210.91,0.3411206738692547
191,吉林省,2018年,11253.8,3789.59,1240.89,0.3367387015941282
192,吉林省,2019年,11726.8,3933.42,1116.95,0.3354214278405021
193,吉林省,2020年,12256.0,4127.17,1085.02,0.3367468994778068
194,吉林省,2021年,13163.8,3696.84,1143.98,0.2808338017897568
195,吉林省,2022年,12818.1,4044.01,851.0,0.3154921556236884
196,吉林省,2023年,13531.2,4406.85,1074.84,0.3256806491663711
197,江苏省,2010年,41383.9,4914.06,4079.86,0.11874327939126086
198,江苏省,2011年,48839.2,6221.72,5148.91,0.12739193107176203
199,江苏省,2012年,53701.9,7027.67,5860.69,0.1308644573097041
200,江苏省,2013年,59349.4,7798.47,6568.46,0.13139930647993073
201,江苏省,2014年,64830.5,8472.45,7233.14,0.1306861739459051
202,江苏省,2015年,71255.9,9687.58,8028.59,0.13595477707810863
203,江苏省,2016年,77350.9,9981.96,8121.23,0.1290477551004578
204,江苏省,2017年,85869.8,10621.03,8171.53,0.12368760611996302
205,江苏省,2018年,93207.6,11657.35,8630.16,0.1250686639286925
206,江苏省,2019年,98656.8,12573.55,8802.36,0.12744737311568993
207,江苏省,2020年,102807.7,13681.55,9058.99,0.13307903979954808
208,江苏省,2021年,117392.4,14585.26,10015.16,0.12424364780002795
209,江苏省,2022年,122089.3,14901.37,9258.88,0.12205303822693717
210,江苏省,2023年,128222.2,15242.28,9930.18,0.11887395474418627
211,江西省,2010年,9383.2,1923.26,778.09,0.20496845425867508
212,江西省,2011年,11584.5,2534.6,1053.43,0.218792351849454
213,江西省,2012年,12807.7,3019.22,1371.99,0.23573475331246044
214,江西省,2013年,14300.2,3470.3,1621.24,0.24267492762338988
215,江西省,2014年,15667.8,3882.7,1881.83,0.2478139879242778
216,江西省,2015年,16780.9,4412.55,2165.74,0.2629507356578014
217,江西省,2016年,18388.6,4617.4,2151.47,0.25110122575943794
218,江西省,2017年,20210.8,5111.47,2247.06,0.2529078512478477
219,江西省,2018年,22716.5,5667.52,2373.01,0.24948913785134155
220,江西省,2019年,24667.3,6386.8,2487.39,0.2589176764380374
221,江西省,2020年,25782.0,6674.08,2507.54,0.25886587541695755
222,江西省,2021年,29827.8,6778.87,2812.23,0.2272668450237698
223,江西省,2022年,31213.8,7289.07,2948.33,0.23352075043730658
224,江西省,2023年,32200.1,7492.88,3059.59,0.2326974139831864
225,辽宁省,2010年,13896.3,3195.82,2004.84,0.22997632463317577
226,辽宁省,2011年,16354.9,3905.85,2643.15,0.23881833578927417
227,辽宁省,2012年,17848.6,4558.59,3105.38,0.25540322490279355
228,辽宁省,2013年,19208.8,5197.42,3343.81,0.27057494481695893
229,辽宁省,2014年,20025.7,5080.49,3192.78,0.2536984974308014
230,辽宁省,2015年,20210.3,4481.61,2127.39,0.2217488112497093
231,辽宁省,2016年,20392.5,4577.47,2200.49,0.2244683094274856
232,辽宁省,2017年,21693.0,4879.42,2392.77,0.22493062278154244
233,辽宁省,2018年,23510.5,5337.72,2616.08,0.22703557984730227
234,辽宁省,2019年,24855.3,5745.09,2652.4,0.23114144669346176
235,辽宁省,2020年,25011.4,6014.17,2655.75,0.24045715153889824
236,辽宁省,2021年,27569.5,5879.21,2765.59,0.21325051234153686
237,辽宁省,2022年,28826.1,6261.43,2525.07,0.2172139137795262
238,辽宁省,2023年,30209.4,6574.78,2755.29,0.21764020470449594
239,内蒙古自治区,2010年,8199.9,2273.5,1069.98,0.27725947877413143
240,内蒙古自治区,2011年,9458.1,2989.21,1356.67,0.3160476205580402
241,内蒙古自治区,2012年,10470.1,3425.99,1552.75,0.3272165499851959
242,内蒙古自治区,2013年,11392.4,3686.52,1720.98,0.32359467715318985
243,内蒙古自治区,2014年,12158.2,3879.98,1843.67,0.3191245414617295
244,内蒙古自治区,2015年,12949.0,4252.96,1964.48,0.3284392617190517
245,内蒙古自治区,2016年,13789.3,4512.71,2016.43,0.3272617174185782
246,内蒙古自治区,2017年,14898.1,4529.93,1703.21,0.30406092052006634
247,内蒙古自治区,2018年,16140.8,4831.46,1857.65,0.2993321272799366
248,内蒙古自治区,2019年,17212.5,5100.91,2059.69,0.2963491648511256
249,内蒙古自治区,2020年,17258.0,5270.16,2051.2,0.30537489859775174
250,内蒙古自治区,2021年,21166.0,5239.57,2349.95,0.24754653689879993
251,内蒙古自治区,2022年,23388.9,5887.7,2824.39,0.25173052174322
252,内蒙古自治区,2023年,24627.0,6836.24,3083.64,0.27759126162342146
253,宁夏回族自治区,2010年,1571.7,557.53,153.55,0.3547305465419609
254,宁夏回族自治区,2011年,1931.8,705.91,219.98,0.36541567450046586
255,宁夏回族自治区,2012年,2131.0,864.36,263.96,0.40561238854997655
256,宁夏回族自治区,2013年,2327.7,922.48,308.34,0.3963053658117455
257,宁夏回族自治区,2014年,2473.9,1000.45,339.86,0.4044019564250778
258,宁夏回族自治区,2015年,2579.4,1138.49,373.4,0.44137783980770723
259,宁夏回族自治区,2016年,2781.4,1254.54,387.66,0.4510462357086359
260,宁夏回族自治区,2017年,3200.3,1372.78,417.59,0.4289535356060369
261,宁夏回族自治区,2018年,3510.2,1419.06,436.52,0.40426756310181755
262,宁夏回族自治区,2019年,3748.5,1438.29,423.58,0.3836974789915966
263,宁夏回族自治区,2020年,3956.3,1480.36,419.44,0.3741778934863382
264,宁夏回族自治区,2021年,4588.2,1427.89,460.01,0.31120918878863174
265,宁夏回族自治区,2022年,5104.6,1587.85,460.15,0.3110625710143792
266,宁夏回族自治区,2023年,5315.0,1751.38,502.31,0.329516462841016
267,青海省,2010年,1144.2,743.4,110.22,0.6497115888830624
268,青海省,2011年,1370.4,967.47,151.81,0.7059763572679509
269,青海省,2012年,1528.5,1159.05,186.42,0.7582924435721295
270,青海省,2013年,1713.3,1228.05,223.86,0.7167746454211171
271,青海省,2014年,1847.7,1347.43,251.68,0.7292471721599827
272,青海省,2015年,2011.0,1515.16,267.13,0.7534361014420686
273,青海省,2016年,2258.2,1524.8,238.51,0.6752280577451067
274,青海省,2017年,2465.1,1530.44,246.2,0.6208429678309196
275,青海省,2018年,2748.0,1647.43,272.89,0.5995014556040758
276,青海省,2019年,2941.1,1863.67,282.25,0.6336642752711571
277,青海省,2020年,3009.8,1932.84,297.99,0.6421822047976609
278,青海省,2021年,3385.1,1854.52,328.76,0.5478479217748368
279,青海省,2022年,3623.3,1975.1,329.1,0.5451108105870338
280,青海省,2023年,3799.1,2188.72,381.34,0.5761153957516253
281,山东省,2010年,33922.5,4145.03,2749.38,0.12219117105166187
282,山东省,2011年,39064.9,5002.07,3455.93,0.12804512490752568
283,山东省,2012年,42957.3,5904.52,4059.43,0.13745091055536546
284,山东省,2013年,47344.3,6688.8,4559.95,0.14127994288647208
285,山东省,2014年,50774.8,7177.31,5026.83,0.1413557512781931
286,山东省,2015年,55288.8,8250.01,5529.33,0.14921665870845452
287,山东省,2016年,58762.5,8755.21,5860.18,0.14899315039353328
288,山东省,2017年,63012.1,9258.4,6098.63,0.14693051017185588
289,山东省,2018年,66648.9,10100.96,6485.4,0.15155478935136213
290,山东省,2019年,70540.5,10739.76,6526.71,0.15224955876411422
291,山东省,2020年,72798.2,11233.52,6559.93,0.15431040877384333
292,山东省,2021年,82875.2,11713.16,7284.46,0.14133492287198102
293,山东省,2022年,87576.9,12128.63,7104.1,0.13849120030510328
294,山东省,2023年,92068.7,12581.74,7464.78,0.13665599709781934
295,山西省,2010年,8903.9,1931.36,969.67,0.21691169038286592
296,山西省,2011年,10894.4,2363.85,1213.43,0.21697844764282567
297,山西省,2012年,11683.1,2759.46,1516.38,0.23619244892194707
298,山西省,2013年,11987.2,3030.13,1701.62,0.2527804658302189
299,山西省,2014年,12094.7,3085.28,1820.64,0.25509355337461864
300,山西省,2015年,11836.4,3422.97,1642.35,0.2891901253759589
301,山西省,2016年,11946.4,3428.86,1557.0,0.2870203575972678
302,山西省,2017年,14484.3,3756.42,1867.0,0.2593442555042356
303,山西省,2018年,15958.1,4283.91,2292.7,0.2684473715542577
304,山西省,2019年,16961.6,4710.76,2347.75,0.277730874445807
305,山西省,2020年,17835.6,5110.87,2296.57,0.28655441925138486
306,山西省,2021年,22870.4,5046.62,2834.47,0.2206616412480761
307,山西省,2022年,25583.9,5876.5,3453.99,0.2296952380207865
308,山西省,2023年,25698.2,6345.61,3479.37,0.24692818952300158
309,陕西省,2010年,9845.2,2218.83,958.21,0.22537175476374272
310,陕西省,2011年,12175.1,2930.81,1500.18,0.24072163678327077
311,陕西省,2012年,14142.4,3323.8,1600.69,0.23502375834370406
312,陕西省,2013年,15905.4,3665.07,1748.33,0.23042928816628316
313,陕西省,2014年,17402.5,3962.5,1890.4,0.22769716994684672
314,陕西省,2015年,17898.8,4376.06,2059.95,0.2444890160234206
315,陕西省,2016年,19045.8,4389.37,1833.99,0.2304639343057262
316,陕西省,2017年,21473.5,4833.19,2006.69,0.22507695531701863
317,陕西省,2018年,23941.9,5302.44,2243.14,0.22147114472953272
318,陕西省,2019年,25793.2,5718.52,2287.9,0.2217064962858428
319,陕西省,2020年,26014.1,5930.32,2257.31,0.22796560326899643
320,陕西省,2021年,30121.7,6069.22,2775.42,0.20148995574618964
321,陕西省,2022年,32838.2,6760.98,3311.57,0.20588765523079827
322,陕西省,2023年,33786.1,7175.08,3437.6,0.2123678080630792
323,上海市,2010年,17915.4,3302.89,2873.58,0.18436038268752022
324,上海市,2011年,20009.7,3914.88,3429.83,0.19564911018156195
325,上海市,2012年,21305.6,4184.02,3743.71,0.196381233103034
326,上海市,2013年,23204.1,4528.61,4109.51,0.19516421666860598
327,上海市,2014年,25269.8,4923.44,4585.55,0.19483494131334636
328,上海市,2015年,26887.0,6191.56,5519.5,0.2302808048499275
329,上海市,2016年,29887.0,6918.94,6406.13,0.2315033292066785
330,上海市,2017年,32925.0,7547.62,6642.26,0.22923675018982537
331,上海市,2018年,36011.8,8351.54,7108.15,0.2319112068821886
332,上海市,2019年,37987.6,8179.28,7165.1,0.21531447103791765
333,上海市,2020年,38963.3,8102.11,7046.3,0.20794208909409623
334,上海市,2021年,43653.2,8430.86,7771.8,0.19313269130327218
335,上海市,2022年,44809.1,9393.0,7608.0,0.20962259898101057
336,上海市,2023年,47218.7,9638.51,8312.5,0.20412484884166657
337,四川省,2010年,17224.8,4257.98,1561.67,0.24720054804700198
338,四川省,2011年,21050.9,4674.92,2044.79,0.22207696583043954
339,四川省,2012年,23922.4,5450.99,2421.27,0.22786133498311203
340,四川省,2013年,26518.0,6220.91,2784.1,0.2345919752620861
341,四川省,2014年,28891.3,6796.61,3061.07,0.23524763510122423
342,四川省,2015年,30342.0,7497.51,3355.44,0.2471000593237097
343,四川省,2016年,33138.5,8008.89,3388.85,0.24167931559968014
344,四川省,2017年,37905.1,8694.76,3577.99,0.2293823258611638
345,四川省,2018年,42902.1,9707.5,3911.01,0.22627097508047392
346,四川省,2019年,46363.8,10348.17,4070.83,0.22319503578222663
347,四川省,2020年,48501.6,11198.54,4260.89,0.23089011496527953
348,四川省,2021年,54088.0,11215.69,4773.15,0.20736004289306317
349,四川省,2022年,56610.2,11914.66,4880.55,0.21046843148407884
350,四川省,2023年,60132.9,12732.79,5529.09,0.21174415336695887
351,天津市,2010年,6830.8,1376.84,1068.81,0.20156350647069154
352,天津市,2011年,8112.5,1796.33,1455.13,0.22142742681047764
353,天津市,2012年,9043.0,2143.21,1760.02,0.23700210107265288
354,天津市,2013年,9945.4,2549.21,2079.07,0.25632050998451544
355,天津市,2014年,10640.6,2884.7,2390.35,0.27110313328195773
356,天津市,2015年,10879.5,3232.35,2667.11,0.29710464635323314
357,天津市,2016年,11477.2,3699.43,2723.5,0.32232861673578916
358,天津市,2017年,12450.6,3282.54,2310.36,0.26364512553611874
359,天津市,2018年,13362.9,3103.16,2106.24,0.23222204760942608
360,天津市,2019年,14055.5,3555.71,2410.41,0.2529764149265412
361,天津市,2020年,14008.0,3151.35,1923.11,0.22496787549971445
362,天津市,2021年,15685.1,3152.55,2141.06,0.20099011163460864
363,天津市,2022年,16132.2,2729.83,1846.69,0.1692162259332267
364,天津市,2023年,16737.3,3280.42,2027.51,0.19599457499118736
365,西藏自治区,2010年,512.9,551.04,36.65,1.0743614739715344
366,西藏自治区,2011年,611.5,758.11,54.76,1.2397547015535568
367,西藏自治区,2012年,710.2,905.34,86.58,1.2747676710785694
368,西藏自治区,2013年,828.2,1014.31,95.02,1.2247162521130162
369,西藏自治区,2014年,939.7,1185.51,124.27,1.2615834840906672
370,西藏自治区,2015年,1043.0,1381.46,137.13,1.3245062320230105
371,西藏自治区,2016年,1173.0,1587.98,155.99,1.353776641091219
372,西藏自治区,2017年,1349.0,1681.94,185.83,1.2468050407709415
373,西藏自治区,2018年,1548.4,1970.68,230.35,1.2727202273314389
374,西藏自治区,2019年,1697.8,2187.75,221.99,1.2885793379667805
375,西藏自治区,2020年,1902.7,2210.92,220.99,1.1619908551006464
376,西藏自治区,2021年,2080.2,2027.01,215.62,0.9744303432362273
377,西藏自治区,2022年,2150.2,2592.98,179.63,1.2059250302297462
378,西藏自治区,2023年,2392.7,2809.02,236.62,1.1739959042086348
379,新疆维吾尔自治区,2010年,5360.2,1698.91,500.58,0.316948994440506
380,新疆维吾尔自治区,2011年,6532.0,2284.49,720.43,0.34973821187997545
381,新疆维吾尔自治区,2012年,7411.8,2720.07,908.97,0.36699182384845785
382,新疆维吾尔自治区,2013年,8392.6,3067.12,1128.49,0.36545528203417293
383,新疆维吾尔自治区,2014年,9264.5,3317.79,1282.34,0.3581186248583302
384,新疆维吾尔自治区,2015年,9306.9,3804.87,1330.9,0.40882248654224285
385,新疆维吾尔自治区,2016年,9630.8,4138.25,1298.95,0.42968912239897
386,新疆维吾尔自治区,2017年,11159.9,4637.24,1466.52,0.41552702085144133
387,新疆维吾尔自治区,2018年,12809.4,5012.45,1531.42,0.39131028775742815
388,新疆维吾尔自治区,2019年,13597.1,5315.49,1577.63,0.39092821263357624
389,新疆维吾尔自治区,2020年,13800.7,5533.16,1477.22,0.4009332859927395
390,新疆维吾尔自治区,2021年,16311.6,5376.91,1618.61,0.3296371907109051
391,新疆维吾尔自治区,2022年,18042.7,6835.4,1889.76,0.3788457381655739
392,新疆维吾尔自治区,2023年,19125.9,7566.98,2179.69,0.39564046659242175
393,云南省,2010年,7735.3,2285.72,871.19,0.2954920946828177
394,云南省,2011年,9523.1,2929.6,1111.16,0.3076309185034285
395,云南省,2012年,11097.4,3572.66,1338.15,0.32193666985059566
396,云南省,2013年,12825.5,4096.51,1611.3,0.3194035320260419
