row_id,field_001,field_002,field_003,field_004,field_005,field_006,field_007,field_008,field_009,field_010,field_011,field_012,field_013,field_014,field_015,field_016,field_017,field_018,field_019,field_020,field_021,field_022,field_023,field_024,field_025,field_026,field_027,field_028,field_029,field_030,field_031,field_032,field_033,field_034,field_035,field_036,field_037,field_038,field_039,field_040,field_041,field_042,field_043,field_044,field_045,field_046,field_047,field_048,field_049,field_050,field_051,field_052,field_053,field_054,field_055,field_056,field_057,field_058,field_059,field_060,field_061,field_062,field_063,field_064
11,,江苏,0.0011618291820711,0.0012698169137804,0.0013039849134627,0.0012041686093296,0.0008827527566585,0.0008811229478882,0.000709087697927,0.0006094314447009,0.0034957621241583,0.0,0.0038413365420956,0.0074275014664678,0.0014939449213194,0.0020344833788786,0.0019814760735453,0.0018412012917696,0.0022259011791399,0.0014017925413289,0.0008883135055072,0.0006806885279207,0.0006368441117002,0.0008540491844768,0.0007226876883452,0.0007525942129569,0.0005719625709335,0.0003805894768036,0.001050292542692,0.0006907085705328,0.0006120090735583,0.0007600109740264,0.0003338528970827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,浙江,0.0009067382813965,0.0009772955394114,0.0009757328282974,0.0009170687871686,0.0007182918419671,0.0007742544920312,0.0006426199693322,0.0005597741616215,0.0063386724927367,0.0038413365420956,0.0,0.0031413556063156,0.0021442936560927,0.0020693838815215,0.0013297193940474,0.0012639447301258,0.0017527173269107,0.0013080214168811,0.0009535621807842,0.0006838253261852,0.0006643707883248,0.0007635445032628,0.0006481563455362,0.0007113663630891,0.0005456981917112,0.0003577160921361,0.0008519891960033,0.0005963172843669,0.0005369739732675,0.0006385344873733,0.0003083554597278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,安徽,0.001113772862301,0.001197724203409,0.0012993971315024,0.0012445214954919,0.0008899979275178,0.0008102339634978,0.0006613511168521,0.000574212170192,0.0025379557755533,0.0074275014664678,0.0031413556063156,0.0,0.001563284851862,0.0026258546268536,0.0018400249980003,0.0020808445123023,0.0031780484999466,0.001718071583157,0.0009800440279636,0.0007447769665924,0.0006861221599138,0.0009606541634611,0.000794398370149,0.0008374402801846,0.0006196391888435,0.0003989519430848,0.0011677513162667,0.0007359329567503,0.0006475472165871,0.0007977575007061,0.0003416045759184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,福建,0.0006546471522463,0.0006865340973663,0.0007096056797072,0.0006979353345668,0.0005682511970705,0.0005688574507072,0.0004946622599165,0.0004441389407587,0.001658533140641,0.0014939449213194,0.0021442936560927,0.001563284851862,0.0,0.0022501149771574,0.0008542611647579,0.0009189414234243,0.0014579109081769,0.001444091695927,0.0014387800786894,0.0008449715759272,0.0008786022306469,0.0007665834761197,0.0006408620010069,0.00078466387939,0.0005931392745065,0.0003590318705939,0.0007338759768757,0.0005380069023292,0.0004914922847148,0.0005470359244022,0.0002887926701794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,江西,0.0008046050696058,0.0008395804337489,0.0009283499212971,0.0009427085165459,0.0007158374509043,0.0006191809234112,0.0005283042838124,0.0004711770001138,0.001580162545034,0.0020344833788786,0.0020693838815215,0.0026258546268536,0.0022501149771574,0.0,0.001110006655019,0.0014188864424233,0.003921133088673,0.0034258851411532,0.0015635333678682,0.0010097601160998,0.0009267178829978,0.0011274088458748,0.0008789517624365,0.0010745004035683,0.0007368075647152,0.0004199863299515,0.0010830071221281,0.0007064821036292,0.0006287401963099,0.0007133683596048,0.0003310783528664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,山东,0.0028015834928366,0.0034264029452182,0.0033368630103135,0.0023028448605976,0.0015016121287119,0.0012783044021148,0.0009459015085598,0.0007837838439085,0.0014139559311276,0.0019814760735453,0.0013297193940474,0.0018400249980003,0.0008542611647579,0.001110006655019,0.0,0.0025546034939702,0.0013832318160558,0.0009895394325501,0.0006541940246662,0.000565839970652,0.0005154302099277,0.0008097369713278,0.0007270321032847,0.0006657033840315,0.0005322352584088,0.0003947052494273,0.001242363931696,0.0008256327943021,0.0007197927092402,0.0010192056124081,0.0003797565722889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,河南,0.0016123068293154,0.0016492650730947,0.0024725000862941,0.0028078556970255,0.001443474824292,0.0008592120045068,0.0006977277600649,0.0006081942838366,0.0012117313060397,0.0018412012917696,0.0012639447301258,0.0020808445123023,0.0009189414234243,0.0014188864424233,0.0025546034939702,0.0,0.002158846373964,0.0014085352799174,0.0007892156863622,0.0007007147319919,0.0006104706511973,0.0011847816422971,0.0010119535472804,0.0008899870485493,0.0006711701347527,0.0004596902114513,0.0022460557823688,0.0010920639195154,0.0009078450353371,0.0012904675143695,0.0004076652393588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,湖北,0.0009603115673186,0.0009979616785963,0.0011710801079342,0.0012222278586401,0.0008658285763759,0.0006742998556178,0.0005675357952082,0.0005032714946177,0.0014561729149338,0.0022259011791399,0.0017527173269107,0.0031780484999466,0.0014579109081769,0.003921133088673,0.0013832318160558,0.002158846373964,0.0,0.0034264185135384,0.0012258798652233,0.0009440895470511,0.0008215572513268,0.0013504282679991,0.0010281958314588,0.0011365717953495,0.0007696906877227,0.0004493542478759,0.0014769155820239,0.0008498391887654,0.0007376296257634,0.0008712338732768,0.0003599587809197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,湖南,0.0007598473130591,0.0007790645245216,0.0008980739194077,0.0009533610795294,0.0007245561975936,0.0005634400106169,0.0004869124752788,0.0004388953504906,0.0011035954647985,0.0014017925413289,0.0013080214168811,0.001718071583157,0.001444091695927,0.0034258851411532,0.0009895394325501,0.0014085352799174,0.0034264185135384,0.0,0.0017737940895134,0.0013018794599681,0.0010709378958536,0.0016338315639939,0.0011520746957505,0.0015586009773286,0.0009358910354996,0.0004764102898728,0.0012910166109827,0.0008143688089677,0.0007189947612242,0.0007824919208555,0.0003536703342707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,广东,0.0005386016978678,0.0005512519403431,0.0005999519083673,0.0006205180722234,0.0005144642533692,0.0004435458841883,0.0003949152189805,0.0003620771899669,0.0008290017150569,0.0008883135055072,0.0009535621807842,0.0009800440279636,0.0014387800786894,0.0015635333678682,0.0006541940246662,0.0007892156863622,0.0012258798652233,0.0017737940895134,0.0,0.0019516010794781,0.0021891567841558,0.0010217623196284,0.0008219543121066,0.0012974987093997,0.0009001198942773,0.0004336066726188,0.0007619818668541,0.0005829001879068,0.0005383725627134,0.0005504468985207,0.0003052777339401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,广西,0.0004884521710005,0.0004933136114151,0.0005477109703748,0.0005804523065342,0.0004934498415017,0.0003936859916525,0.0003547884046077,0.0003287958592793,0.0006182546617465,0.0006806885279207,0.0006838253261852,0.0007447769665924,0.0008449715759272,0.0010097601160998,0.000565839970652,0.0007007147319919,0.0009440895470511,0.0013018794599681,0.0019516010794781,0.0,0.0029053068552714,0.0012368951338621,0.0010270894899437,0.0021429041297566,0.0015309150625321,0.0005336518969599,0.0007681276871548,0.0006345804576343,0.000596193012441,0.000565485407904,0.0003310342190405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,海南,0.0004445300238748,0.000451077671989,0.0004895941745217,0.0005098883701176,0.0004384954569406,0.0003720039321722,0.0003370446124063,0.0003129869538508,0.0006013824350572,0.0006368441117002,0.0006643707883248,0.0006861221599138,0.0008786022306469,0.0009267178829978,0.0005154302099277,0.0006104706511973,0.0008215572513268,0.0010709378958536,0.0021891567841558,0.0029053068552714,0.0,0.0008869379176377,0.0007628706887259,0.0012442578318237,0.0010251780358179,0.0004562743387472,0.0006315632636338,0.0005265224767989,0.0004975776312338,0.0004834168304674,0.000297216474964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,重庆,0.0007045611418411,0.0006997071711143,0.0008471325303017,0.0009665012890303,0.0007749468063959,0.0004989460966226,0.0004407883837693,0.0004045481797525,0.0007012028561251,0.0008540491844768,0.0007635445032628,0.0009606541634611,0.0007665834761197,0.0011274088458748,0.0008097369713278,0.0011847816422971,0.0013504282679991,0.0016338315639939,0.0010217623196284,0.0012368951338621,0.0008869379176377,0.0,0.0038859949738314,0.0027710692542698,0.0015385782028703,0.0006689015672204,0.0018357904686958,0.0012956323687528,0.0011222892071781,0.0010342362159748,0.000435321464254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,四川,0.0006640343743407,0.0006530399395325,0.0007886486158245,0.0009070709176915,0.000766331764253,0.0004721854354225,0.0004217717125092,0.0003903134986028,0.0006059319578866,0.0007226876883452,0.0006481563455362,0.000794398370149,0.0006408620010069,0.0008789517624365,0.0007270321032847,0.0010119535472804,0.0010281958314588,0.0011520746957505,0.0008219543121066,0.0010270894899437,0.0007628706887259,0.0038859949738314,0.0,0.0019704246851561,0.0016190722354033,0.000798176569835,0.0016719961652805,0.0015878518604286,0.0014147113556384,0.0011142993341101,0.0004832300145976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,贵州,0.0005781536703618,0.0005788646583051,0.0006689848680129,0.0007330092961313,0.0006100930449875,0.0004378797792097,0.0003912651317444,0.0003612959563547,0.0006474349798617,0.0007525942129569,0.0007113663630891,0.0008374402801846,0.00078466387939,0.0010745004035683,0.0006657033840315,0.0008899870485493,0.0011365717953495,0.0015586009773286,0.0012974987093997,0.0021429041297566,0.0012442578318237,0.0027710692542698,0.0019704246851561,0.0,0.002342465146625,0.0006475833834084,0.0011177416267759,0.0008980325293881,0.0008259293387195,0.000753485755818,0.000389633493149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,云南,0.0004834825628885,0.000480973108423,0.0005467111170406,0.0005958107866484,0.0005232489299371,0.0003769724273331,0.0003426632800444,0.0003203283081104,0.000507513089884,0.0005719625709335,0.0005456981917112,0.0006196391888435,0.0005931392745065,0.0007368075647152,0.0005322352584088,0.0006711701347527,0.0007696906877227,0.0009358910354996,0.0009001198942773,0.0015309150625321,0.0010251780358179,0.0015385782028703,0.0016190722354033,0.002342465146625,0.0,0.0008191421790722,0.000849492387396,0.0008137027904037,0.0007901666893283,0.0006603223695552,0.0004056402810012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,西藏,0.0003911848433614,0.0003829771539538,0.0004266449679254,0.0004624257988994,0.0004510660671869,0.0003138738593163,0.0002940929948796,0.0002816097626837,0.0003448414433299,0.0003805894768036,0.0003577160921361,0.0003989519430848,0.0003590318705939,0.0004199863299515,0.0003947052494273,0.0004596902114513,0.0004493542478759,0.0004764102898728,0.0004336066726188,0.0005336518969599,0.0004562743387472,0.0006689015672204,0.000798176569835,0.0006475833834084,0.0008191421790722,0.0,0.0005769683121054,0.0007272899608413,0.000805818970592,0.0005872981111732,0.000625795269504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,陕西,0.0011014910540959,0.0010695753973131,0.0014923563576636,0.001977475453937,0.0013405781480492,0.0006567268531005,0.0005639349659941,0.0005091256548749,0.0008077618745957,0.001050292542692,0.0008519891960033,0.0011677513162667,0.0007338759768757,0.0010830071221281,0.001242363931696,0.0022460557823688,0.0014769155820239,0.0012910166109827,0.0007619818668541,0.0007681276871548,0.0006315632636338,0.0018357904686958,0.0016719961652805,0.0011177416267759,0.000849492387396,0.0005769683121054,0.0,0.0019779772647357,0.001450339784684,0.0019798875467314,0.0004759132802132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,甘肃,0.0008440657411564,0.0008031583878108,0.0010170040570484,0.0012445520026568,0.0011783759500509,0.000551737605283,0.0004936208575725,0.0004582822821504,0.0005768286210213,0.0006907085705328,0.0005963172843669,0.0007359329567503,0.0005380069023292,0.0007064821036292,0.0008256327943021,0.0010920639195154,0.0008498391887654,0.0008143688089677,0.0005829001879068,0.0006345804576343,0.0005265224767989,0.0012956323687528,0.0015878518604286,0.0008980325293881,0.0008137027904037,0.0007272899608413,0.0019779772647357,0.0,0.0053700726322157,0.0029249962421969,0.0006228232173236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,青海,0.000745804752497,0.0007109046649641,0.0008692963618825,0.0010275797793672,0.0010224729203572,0.0005094824170357,0.0004618877413058,0.00043278581846,0.0005208837512595,0.0006120090735583,0.0005369739732675,0.0006475472165871,0.0004914922847148,0.0006287401963099,0.0007197927092402,0.0009078450353371,0.0007376296257634,0.0007189947612242,0.0005383725627134,0.000596193012441,0.0004975776312338,0.0011222892071781,0.0014147113556384,0.0008259293387195,0.0007901666893283,0.000805818970592,0.001450339784684,0.0053700726322157,0.0,0.0021525375238652,0.0006960333673005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,宁夏,0.0011309522694768,0.0010460474311195,0.0014026143122248,0.0018251676417076,0.0019444439972069,0.0006664947986193,0.0005880658870759,0.0005409866028753,0.0006277603597728,0.0007600109740264,0.0006385344873733,0.0007977575007061,0.0005470359244022,0.0007133683596048,0.0010192056124081,0.0012904675143695,0.0008712338732768,0.0007824919208555,0.0005504468985207,0.000565485407904,0.0004834168304674,0.0010342362159748,0.0011142993341101,0.000753485755818,0.0006603223695552,0.0005872981111732,0.0019798875467314,0.0029249962421969,0.0021525375238652,0.0,0.000595211681664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,新疆,0.0004108499373791,0.0003959520251075,0.0004273363931008,0.0004536818405417,0.0004973400801399,0.0003409943895174,0.0003302316808683,0.0003250002943263,0.000305532311018,0.0003338528970827,0.0003083554597278,0.0003416045759184,0.0002887926701794,0.0003310783528664,0.0003797565722889,0.0004076652393588,0.0003599587809197,0.0003536703342707,0.0003052777339401,0.0003310342190405,0.000297216474964,0.000435321464254,0.0004832300145976,0.000389633493149,0.0004056402810012,0.000625795269504,0.0004759132802132,0.0006228232173236,0.0006960333673005,0.000595211681664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1/距离平方,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,1/距离(千米),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,各行之和,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,北京,0.0,0.0001083424892037,1.74391175103777e-05,6.02754000398216e-06,5.54815338277715e-06,2.51369540070233e-06,1.32965769262304e-06,8.95298313572889e-07,9.21015651692689e-07,1.34984704831219e-06,8.22174310950011e-07,1.24048998879833e-06,4.28562893944257e-07,6.47389318035485e-07,7.8488700673347e-06,2.5995333118572e-06,9.22198306326059e-07,5.77367939163203e-07,2.90091788946168e-07,2.38585523355129e-07,1.97606942126148e-07,4.96406402592566e-07,4.40941650306123e-07,3.34261666552873e-07,2.33755388617288e-07,1.53025581675741e-07,1.21328254225336e-06,7.12446975393955e-07,5.5622472884721e-07,1.27905303583493e-06,1.68921e-07,0.000165768003570736,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781,0.000165767880241781
36,,天津,0.0001083424892037,0.0,1.37536409293591e-05,4.94352936523095e-06,3.77174375177277e-06,2.89005942497191e-06,1.41274507186678e-06,9.1897391988728e-07,1.095030191421e-06,1.61243499452291e-06,9.55106571353451e-07,1.43454326743178e-06,4.71329066846624e-07,7.04895304734144e-07,1.17402371430002e-05,2.72007528133009e-06,9.95927511946915e-07,6.06941533368208e-07,3.03878701732109e-07,2.43358319207468e-07,2.03471066167067e-07,4.89590125308892e-07,4.26461162624737e-07,3.35084292634781e-07,2.3133513102613e-07,1.46671500450601e-07,1.14399153053766e-06,6.45063395910909e-07,5.05385442667835e-07,1.09421522815172e-06,1.56778006186745e-07,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436,0.000164294986435436
37,,河北,1.74391175103777e-05,1.37536409293591e-05,0.0,3.03983093395445e-05,7.29781162845793e-06,1.36222570286993e-06,8.2164555855301e-07,5.9534294126833e-07,1.00435166008755e-06,1.70037665453842e-06,9.52054552217304e-07,1.68843290535666e-06,5.03540220672731e-07,8.61833576372457e-07,1.11346547495988e-05,6.11325667672439e-06,1.37142861919933e-06,8.06536764720484e-07,3.59942292353648e-07,2.99987307068984e-07,2.39702455725677e-07,7.17633523895433e-07,6.21966639241931e-07,4.4754075363024e-07,2.9889304549584e-07,1.82025928656095e-07,2.22712749825906e-06,1.03429725205303e-06,7.55676164782226e-07,1.96732690885785e-06,1.82616392868482e-07,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807,0.000107139296152807
38,,山西,6.02754000398216e-06,4.94352936523095e-06,3.03983093395445e-05,0.0,8.81502507345374e-06,9.3472327398729e-07,6.15702057258737e-07,4.69077953147961e-07,8.44776994935612e-07,1.45002203969492e-06,8.41015160398893e-07,1.54883375274162e-06,4.87113731237006e-07,8.88699347168188e-07,5.30309445198088e-06,7.88405361531871e-06,1.49384093843617e-06,9.08897347961612e-07,3.85042677955891e-07,3.36924880160943e-07,2.59986149981249e-07,9.34124741697383e-07,8.22777649721731e-07,5.37302628214998e-07,3.54990493486631e-07,2.13837619487792e-07,3.91040917092359e-06,1.54890968731718e-06,1.05592020296434e-06,3.33123692033683e-06,2.0582721243735e-07,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05,8.77515444811648e-05
39,,内蒙古,5.54815338277715e-06,3.77174375177277e-06,7.29781162845793e-06,8.81502507345374e-06,0.0,9.99111907977611e-07,7.08558548149533e-07,5.61483165129792e-07,5.34360132266059e-07,7.79252429388297e-07,5.1594317023662e-07,7.92096310986109e-07,3.22909422972098e-07,5.1242325611718e-07,2.25483898509493e-06,2.08361956836507e-06,7.49659123669176e-07,5.24981683471439e-07,2.64673467994823e-07,2.43492746078129e-07,1.92278265757579e-07,6.00542552743286e-07,5.87264372903247e-07,3.7221352354214e-07,2.73789442680335e-07,2.03460596967471e-07,1.79714977102702e-06,1.38856987965857e-06,1.04545087286379e-06,3.78086245827417e-06,2.47347155313588e-07,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05,4.77690666460897e-05
