row_id,id,province,year,digital_economy_index,carbon_emission_index,coupling_degree,coordination_degree,coupling_coordination_degree
99,9,上海,2013,0.277779734250843,0.221486620784252,0.246459606344762,0.173175947866237,0.206593504107689
100,9,上海,2014,0.32364556583131,0.225470611425041,0.2657818750764,0.1850026317782,0.221743875604443
101,9,上海,2015,0.379163478888842,0.228894382708598,0.285460959974772,0.195956233962102,0.236511848878365
102,9,上海,2016,0.394791873335718,0.229498795867858,0.290263058599128,0.1984102069452,0.239981569136465
103,9,上海,2017,0.418629928537693,0.231878392891265,0.298447327567681,0.202840733172419,0.246043237535962
104,9,上海,2018,0.447110658683885,0.234939922771215,0.308024496943543,0.207975706181111,0.25310395546675
105,9,上海,2019,0.478829152273072,0.236568361287941,0.316679400593063,0.212095057976595,0.259164302767142
106,9,上海,2020,0.500375913540235,0.238114538861833,0.322676561417026,0.215010847109904,0.263398862588254
107,9,上海,2021,0.53476275189955,0.243780979491452,0.334894450233893,0.221819422342544,0.27255475320861
108,9,上海,2022,0.56742472658338,0.245982946847351,0.34319028678531,0.225688683290283,0.278305881976273
109,10,江苏,2011,0.211461387212609,0.297608260257535,0.247245758503724,0.172378390556197,0.206445697273443
110,10,江苏,2012,0.252163636275715,0.303736266390235,0.275557671568062,0.194015553469202,0.231219536722056
111,10,江苏,2013,0.290904020456336,0.313694321555575,0.301869631435548,0.213302575456258,0.253750999677309
112,10,江苏,2014,0.311916682529042,0.317816274156944,0.314838843469348,0.222614912295384,0.264741046167966
113,10,江苏,2015,0.364549747604603,0.315850400589691,0.338457256722714,0.238714744350985,0.284244151236747
114,10,江苏,2016,0.37709492817795,0.317950592093491,0.345006340427336,0.243077844346289,0.289591777364066
115,10,江苏,2017,0.406250880400964,0.324080397320342,0.360543087084718,0.253343991522972,0.302227438856992
116,10,江苏,2018,0.440259409780826,0.332749679600026,0.379028344059457,0.26545841317306,0.317200666395321
117,10,江苏,2019,0.467139596401136,0.337360928887173,0.391782586109286,0.273496407352181,0.327339471747659
118,10,江苏,2020,0.478471226354271,0.338786536753511,0.396691514061251,0.276493695628128,0.33118378998241
119,10,江苏,2021,0.497275574205936,0.348866108664271,0.410055663298713,0.285593475563009,0.342212247086182
120,10,江苏,2022,0.51293914270502,0.348868849686253,0.415286212832679,0.288470530169285,0.346118237005561
121,11,浙江,2011,0.242347143994288,0.255908496690231,0.248943266197834,0.175964306456385,0.20929674909919
122,11,浙江,2012,0.256606727203211,0.258880554432214,0.257738625863463,0.18224695712805,0.216730432330075
123,11,浙江,2013,0.271135853149596,0.263854267068445,0.267445506394051,0.18909501696409,0.224883553352736
124,11,浙江,2014,0.288857067025602,0.26947822622875,0.278831343804153,0.1970448834332,0.234397716792233
125,11,浙江,2015,0.356523778597788,0.273476587269563,0.309526506757304,0.216991112540555,0.259161148828406
126,11,浙江,2016,0.372239967403286,0.276093941354917,0.317037866882661,0.221754471712579,0.265150079546372
127,11,浙江,2017,0.385058874266314,0.280625093575061,0.324650097773245,0.22678839862692,0.271342727538563
128,11,浙江,2018,0.41383780172728,0.286535564027868,0.338617239695076,0.235578652546182,0.282437591436186
129,11,浙江,2019,0.441887422195261,0.289484826041972,0.349807376073251,0.242149743246764,0.291042550672512
130,11,浙江,2020,0.448432335211013,0.291264652229923,0.353151331914319,0.244262827258062,0.293703494673356
131,11,浙江,2021,0.467842696515638,0.299342314725003,0.365088247685409,0.252146313709116,0.303406749813508
132,11,浙江,2022,0.489906557443857,0.298745345128794,0.371158182987942,0.25506258016735,0.307682569872149
133,12,安徽,2011,0.0766191099537684,0.252850577618428,0.117602237408714,0.0733265413560155,0.092862076893154
134,12,安徽,2012,0.118451855083678,0.25970220818843,0.162696695960723,0.10777113307257,0.132416038571053
135,12,安徽,2013,0.153460256055068,0.270063385077076,0.195710426526559,0.133423810746103,0.161593412334534
136,12,安徽,2014,0.182558751626811,0.275250642462895,0.219521112153752,0.152137860885024,0.182749753548871
137,12,安徽,2015,0.224964759467922,0.278330200956218,0.248818254242034,0.174960300704632,0.20864639125321
138,12,安徽,2016,0.237238539160231,0.282816239445843,0.258030170116923,0.181758193812468,0.216561994979672
139,12,安徽,2017,0.256065139324796,0.288552480011171,0.271339847897926,0.191525794053609,0.227966181323098
140,12,安徽,2018,0.284059698130423,0.301173672040325,0.292366453196766,0.206645963622692,0.245797370717822
141,12,安徽,2019,0.310084038942522,0.303513666033837,0.306763674879293,0.216902240061316,0.257949080732535
142,12,安徽,2020,0.318408962027057,0.303454540459258,0.310751941105134,0.21967129664548,0.26127242839164
143,12,安徽,2021,0.334667534903415,0.311874999776464,0.322869515228015,0.228161491450806,0.271415530392833
144,12,安徽,2022,0.343858110510025,0.313722021399446,0.328099515995262,0.23175814226214,0.275753031359891
145,13,福建,2011,0.125763638927661,0.254449869053051,0.168329324366886,0.112744219897277,0.137761236788802
146,13,福建,2012,0.159262507071949,0.259396302138158,0.197354525904568,0.135722640989321,0.163662694182161
147,13,福建,2013,0.194084117070691,0.264774824939845,0.223984250566557,0.156534105117512,0.187246292948225
148,13,福建,2014,0.209368573995272,0.267846265504289,0.235024504759323,0.164953569114578,0.196896243969854
149,13,福建,2015,0.259300940002218,0.270042887411175,0.264562920810056,0.187035728308535,0.222447114112866
150,13,福建,2016,0.289645951599583,0.272470019159411,0.280795572754224,0.19845982822577,0.236064908733509
151,13,福建,2017,0.346589127061399,0.278338751905306,0.308737018453161,0.217019622474473,0.25884742839866
152,13,福建,2018,0.35978219168364,0.285862466117113,0.318590801726867,0.223815614144433,0.26703107674813
153,13,福建,2019,0.367650151828769,0.289392214769998,0.323860673548393,0.227396795776351,0.271375900630243
154,13,福建,2020,0.334196783349932,0.291311415179391,0.311283970809553,0.219595497640797,0.261450872015236
155,13,福建,2021,0.36018373927349,0.300149513427897,0.327437619248495,0.230582377534384,0.274775080275698
156,13,福建,2022,0.369150386313942,0.30172287464822,0.332048159368884,0.23361651131507,0.278517382905177
157,14,江西,2011,0.0593327469376358,0.237454595910019,0.094942279634477,0.0575629816518057,0.0739267252120639
158,14,江西,2012,0.0993869302136607,0.242512386764296,0.140992160337339,0.091963688621686,0.113869043779957
159,14,江西,2013,0.136165584528604,0.246950830815536,0.175540399111412,0.119240525042216,0.144677328411071
160,14,江西,2014,0.161399949028292,0.248658657260516,0.195745164187699,0.135381495099072,0.162789044429114
161,14,江西,2015,0.201266133647334,0.250294273268849,0.223118590041669,0.156846880755305,0.187070721617674
162,14,江西,2016,0.19672922920353,0.253509357259635,0.2215389882122,0.155420688153251,0.185557920878401
163,14,江西,2017,0.217334972406782,0.256504887525524,0.235300941801429,0.165817301357176,0.197527130228521
164,14,江西,2018,0.245262055383137,0.262336948317141,0.253512314556052,0.17915894158,0.213117333770292
165,14,江西,2019,0.267226911241324,0.264356977429525,0.265784197185577,0.187935069270757,0.223495350083943
166,14,江西,2020,0.2800885078435,0.267078997286694,0.273429094838404,0.19328894143988,0.229893062749139
167,14,江西,2021,0.290951732828834,0.275519539500903,0.283025429043569,0.200054977153271,0.237950931372638
168,14,江西,2022,0.301050799615132,0.279844401871686,0.290060516029934,0.204967221573693,0.24382964967142
169,15,山东,2011,0.0992728646144186,0.275685494223686,0.145979349968532,0.0934017716446052,0.116767846218849
170,15,山东,2012,0.150744332631055,0.282932119740688,0.196692319063892,0.133039526657876,0.161764807747236
171,15,山东,2013,0.239797406381905,0.298451439756038,0.265928600490123,0.186933286313067,0.222959429525314
172,15,山东,2014,0.250740198681608,0.303165996357527,0.274472114018596,0.193217587895995,0.230288601140802
173,15,山东,2015,0.286382444682708,0.306459734795707,0.296081119345539,0.209241010617312,0.248902215009359
174,15,山东,2016,0.308385181520845,0.312011246378605,0.310187617220149,0.219332021290762,0.260833427812196
175,15,山东,2017,0.327466080695365,0.317996704526625,0.322661931530451,0.228131890863681,0.271310664275788
176,15,山东,2018,0.373471893234825,0.326413034695676,0.348360392342737,0.245773058637601,0.292604851522098
177,15,山东,2019,0.379702106014326,0.332907859021848,0.354768586972817,0.250320160903083,0.298002902291899
178,15,山东,2020,0.388202347613123,0.335343325561593,0.359842014307691,0.253770428996256,0.302187462251066
179,15,山东,2021,0.424102653381083,0.343979634893377,0.379862100960747,0.267153450696751,0.318561565573409
180,15,山东,2022,0.458402936859486,0.341661412895579,0.391514995339669,0.273941986098063,0.327494115077695
181,16,河南,2011,0.0636288481424364,0.240269698708157,0.100613078481395,0.0615085637385292,0.0786674389484144
182,16,河南,2012,0.104296311137577,0.247355672813883,0.146726225875652,0.0961027934919305,0.118746790210001
183,16,河南,2013,0.149346524877423,0.256864833888101,0.188876403756833,0.129109723275353,0.156159470485426
184,16,河南,2014,0.171378583619375,0.259613547966638,0.206464103997424,0.143025656628161,0.17184197404702
185,16,河南,2015,0.215247676996484,0.26356051361234,0.236966657696147,0.166714198716249,0.198760424783911
186,16,河南,2016,0.229647983559179,0.266223528260916,0.246586847535257,0.173890842251624,0.207072920986976
187,16,河南,2017,0.247482549108656,0.271695755248286,0.259024529825572,0.18295913593077,0.217694520284183
188,16,河南,2018,0.279775843962281,0.278873167781717,0.279323776590939,0.197511478735476,0.234882209118643
189,16,河南,2019,0.298495548096916,0.284314476306993,0.291232483600274,0.20587152915424,0.244860116675166
190,16,河南,2020,0.30171144609643,0.28585177180368,0.293567564519593,0.207508035907563,0.246814968589078
191,16,河南,2021,0.305820531583289,0.292091547836467,0.298798420386563,0.211226713812448,0.251225413584303
192,16,河南,2022,0.319723982112956,0.291860081623868,0.305157289241436,0.215555187012358,0.25647268187981
193,17,湖北,2011,0.0737813439579365,0.259201521030088,0.114866190356246,0.070962471162933,0.0902839339016143
194,17,湖北,2012,0.113768868391296,0.26862840011266,0.159841879719209,0.104760826476211,0.129403119842202
195,17,湖北,2013,0.157159229350865,0.28307286139028,0.202109358594665,0.137403200374793,0.166644749982121
196,17,湖北,2014,0.179485462094773,0.28614005174244,0.22059778892945,0.152048426583054,0.183143513984043
197,17,湖北,2015,0.230250343251281,0.290438861748428,0.256865888399297,0.180430161379525,0.215282032916777
198,17,湖北,2016,0.24036109996136,0.292418480180931,0.263846551801202,0.185683426432387,0.22134121123464
199,17,湖北,2017,0.255214015852605,0.297083209256167,0.274561578185419,0.193588870214744,0.230547317757749
200,17,湖北,2018,0.282958025801132,0.30484839469045,0.29349560305284,0.207388969643142,0.246713904577592
201,17,湖北,2019,0.309245660078771,0.311745469099226,0.310490533079815,0.219548182578278,0.261089318520375
202,17,湖北,2020,0.316935338440784,0.312681402389167,0.314793999790151,0.222587891551187,0.264706125139284
203,17,湖北,2021,0.325186801979741,0.320303932153073,0.322726898623342,0.228195849561048,0.271376010007436
204,17,湖北,2022,0.33638329654659,0.319328652553362,0.327634184416263,0.231594031677468,0.275459836789906
205,18,湖南,2011,0.0646050899720802,0.219113571292323,0.0997879513766083,0.0619676374212973,0.0786360196724103
206,18,湖南,2012,0.106686971707278,0.224639349019644,0.144667600332018,0.0963707211349267,0.118075064975023
207,18,湖南,2013,0.14743027316148,0.234001701209179,0.180891676878644,0.124737291466177,0.150212974881057
208,18,湖南,2014,0.167260099384932,0.236285805439841,0.195869599114268,0.136518037403004,0.163522882979701
209,18,湖南,2015,0.20731098050335,0.240545218931785,0.222694986716887,0.157037347231225,0.187006497094921
210,18,湖南,2016,0.223460094057952,0.242877273748353,0.232764441295593,0.164446826542595,0.195646041879258
211,18,湖南,2017,0.236160324921263,0.245114564014728,0.240554146544515,0.17006803583618,0.202263618120201
212,18,湖南,2018,0.262781142449321,0.24767797412188,0.255006126392505,0.180237687048387,0.214386833560631
213,18,湖南,2019,0.286664211513328,0.249711874334694,0.266915171836922,0.188291224091285,0.224182480211344
214,18,湖南,2020,0.297563084615592,0.24984346209305,0.271623317983504,0.1913410363838,0.227975189810141
215,18,湖南,2021,0.309032021525697,0.255414856327595,0.279676874744367,0.196875185288015,0.234651734568637
216,18,湖南,2022,0.323515838404399,0.256578686421266,0.286185320846534,0.20102966467822,0.239857747603882
217,19,广东,2011,0.243509559986068,0.238048710997299,0.240748172601546,0.17022372083331,0.202437767533766
218,19,广东,2012,0.304384377144737,0.240603378094198,0.268761669142507,0.188754955110397,0.225233427346807
219,19,广东,2013,0.367743392185058,0.246485568619285,0.295145442214316,0.204747705656142,0.24582585732231
220,19,广东,2014,0.399876564180861,0.249101224164524,0.306974270740817,0.21143243464304,0.254763257624609
221,19,广东,2015,0.462197905453803,0.251439775147044,0.325697312739685,0.220871957172295,0.268211489147224
222,19,广东,2016,0.490574451682916,0.254646916999799,0.335264867406422,0.226012162622354,0.275270662682789
223,19,广东,2017,0.508125953804034,0.258173879865008,0.342385168806791,0.230168079253952,0.280724307229173
224,19,广东,2018,0.576648383708584,0.263252009391402,0.36148059215283,0.239477275516587,0.294221663649844
225,19,广东,2019,0.63188675350749,0.266530007883347,0.374919054566632,0.245577768440957,0.30343332837127
226,19,广东,2020,0.64023721760231,0.270910023966781,0.380721516900767,0.249493605771913,0.308200558154142
227,19,广东,2021,0.679919298702291,0.278617825062721,0.395264057125959,0.257811511117151,0.319223470092566
228,19,广东,2022,0.726793524286818,0.280973666999975,0.405271859287168,0.262071453670112,0.325899041568056
229,20,广西,2011,0.0641234551201047,0.230910416941906,0.100373381903939,0.0617853618852359,0.0787502744412985
230,20,广西,2012,0.0942706102899022,0.238228691849139,0.135085782284091,0.0876569932173763,0.108817340077033
231,20,广西,2013,0.12215259501125,0.246433510166892,0.163340355709113,0.109444992311057,0.133704091091743
232,20,广西,2014,0.141527093948694,0.251411793333143,0.181104907895503,0.123328916835379,0.14945056749415
233,20,广西,2015,0.163506866747768,0.254328605446414,0.199047118630209,0.137536020060303,0.165457391798825
234,20,广西,2016,0.175996838500361,0.262204492352583,0.210620819452204,0.146130413791464,0.175436904611452
235,20,广西,2017,0.18990886070597,0.26775270623193,0.222210537501156,0.154901840877479,0.185528491939387
236,20,广西,2018,0.216351917625654,0.274645711770786,0.242038343371696,0.169953341903474,0.202818207577131
237,20,广西,2019,0.239100297042258,0.277705241967757,0.256960890828982,0.181193963570779,0.215777112530457
238,20,广西,2020,0.251700989120218,0.281546902642993,0.265788707179523,0.187647310642056,0.223326075730682
239,20,广西,2021,0.262955299081054,0.290030232387728,0.275829952720447,0.194807871472294,0.231805621109096
240,20,广西,2022,0.276502309296669,0.292997714876669,0.28451111973048,0.201095404803663,0.239194228177321
241,21,海南,2011,0.0726578122179692,0.231595811796005,0.110613275739778,0.0693261704494228,0.0875693714029333
242,21,海南,2012,0.116491419779045,0.240065502259992,0.156864553565864,0.104804160658344,0.128218789081461
243,21,海南,2013,0.153019504311854,0.245933557877148,0.188656935798546,0.129923599914631,0.156559855160289
244,21,海南,2014,0.179851834000218,0.248364635511357,0.208627357319828,0.145669135583253,0.17432890408592
245,21,海南,2015,0.227464780632305,0.252056016461655,0.239129843122398,0.168868422567073,0.200951435418588
246,21,海南,2016,0.221906477125762,0.255699743985608,0.237607580813209,0.16759493672727,0.199554071550318
247,21,海南,2017,0.231522278314361,0.2586319074003,0.244327398158605,0.172501918487698,0.205297211187748
248,21,海南,2018,0.242440362657131,0.262348616498104,0.252001911106847,0.178053840108745,0.211825182608954
249,21,海南,2019,0.249339693400039,0.264622297766789,0.256753782287251,0.181472132729761,0.215855638003968
250,21,海南,2020,0.246231659784734,0.269575227352049,0.257375220545048,0.181805677017237,0.216315224195277
251,21,海南,2021,0.255332125151531,0.274556105731832,0.264595399044701,0.186974194754643,0.222424170611394
252,21,海南,2022,0.261371090803349,0.27748792959853,0.269188489374605,0.190259925830471,0.226309040965731
253,22,重庆,2011,0.0608625881525355,0.220872875566377,0.0954291993078628,0.058675704684811,0.0748289751159009
254,22,重庆,2012,0.0968781075861099,0.226279117501352,0.135670757067882,0.0890590840231374,0.10992139624837
255,22,重庆,2013,0.141785208765608,0.240158512968677,0.178303362304202,0.122094836472966,0.147546331242466
256,22,重庆,2014,0.166384361418423,0.246815175107652,0.198771691003925,0.137963390440677,0.165599566468418
257,22,重庆,2015,0.206560584379293,0.253863055938425,0.227781966845877,0.160222828210803,0.191038925204958
258,22,重庆,2016,0.223366866465263,0.259634549566687,0.240139071389367,0.169327283657073,0.201648448192128
259,22,重庆,2017,0.241388596202717,0.264003723007901,0.25219017253252,0.178147113580513,0.211959787011688
260,22,重庆,2018,0.267856906230092,0.268341340328899,0.268098904445885,0.189574475993115,0.225443361677955
261,22,重庆,2019,0.284997521962818,0.273656936551822,0.279212123331373,0.197392119044986,0.234764291763951
262,22,重庆,2020,0.297356245398462,0.276113399277836,0.286341376481429,0.202335158595714,0.240700909476647
263,22,重庆,2021,0.312423889823495,0.280877116538783,0.295811806723519,0.208875474354617,0.248571582142994
264,22,重庆,2022,0.326592915096228,0.282021465866901,0.302675111000253,0.213451989342358,0.254178292872194
265,23,四川,2011,0.0768020724280956,0.207208372967364,0.112066529427736,0.072014454715734,0.0898354607525512
266,23,四川,2012,0.119182261965869,0.212909296106927,0.15281937096409,0.103997014389677,0.126066483734472
267,23,四川,2013,0.163870901950291,0.221337945215552,0.188317838414968,0.131703297715748,0.15748676242133
268,23,四川,2014,0.187265198799923,0.223683465061928,0.203860638744693,0.143588506420738,0.171090749707072
269,23,四川,2015,0.240951935764408,0.227309164242691,0.233931809157053,0.165344607398561,0.196670697215188
270,23,四川,2016,0.259519557068649,0.229315960824996,0.24348466673824,0.171841958450937,0.204550438731069
271,23,四川,2017,0.278796972413409,0.233242738857131,0.25399346183297,0.178893923090261,0.213161644829872
272,23,四川,2018,0.307700559120959,0.237076900056061,0.267810987672343,0.187799469567278,0.224264935799502
273,23,四川,2019,0.33931036048962,0.237937465140564,0.279722654590142,0.194812554669709,0.233438396455463
