row_id,year,province,province_2,id,field_005,income,income_2,social_consumption,gdp,population,population_2,population_3,primary_industry,primary_industry_2,tertiary_industry,tertiary_industry_2,secondary_industry,secondary_industry_2,field_019,income_3,income_4,field_022,field_023,field_024,tax_burden,field_026,field_027,social_consumption_2,industrial_structure,urbanization_rate,industrial_structure_2,industrial_structure_3,income_5,population_density,field_035,field_036
19,2000,440000,广东省,广东,1080.32,910.556,910.556,4071.9,10810.21,8650.03,4757.52,3892.51,986.32,9.12,4781.15,44.2,5042.75,46.7,12817.47,3612.0,9518.0,17.98,,,0.0842311111440018,0.0999351538961778,12817.47,0.376671683528812,0.948123543701353,0.550000404622874,0.948123543701353,2.3512,2.63510520487265,481.091768631813,,
20,2000,450000,广西壮族自治区,广西,258.49,147.0539,147.0539,859.2,2080.04,4751.0,1337.0,3414.0,557.38,26.8,791.78,38.1,730.88,35.1,4652.0,1921.0,5800.0,23.76,,,0.070697630814792,0.124271648622142,4652.0,0.413068979442703,1.08332421190893,0.28141443906546,1.08332421190893,2.113,3.0192608016658,199.957912457912,,
21,2000,460000,海南省,海南,64.12,39.1995,39.1995,172.5,526.82,789.0,320.5,467.55,192.0,36.44,230.85,43.9,103.97,19.7,6797.79,2208.0,5332.0,3.51,,,0.0744077673588702,0.121711400478342,6797.79,0.327436316009263,2.22035202462249,0.406210392902408,2.22035202462249,2.0754,2.41485507246377,224.786324786325,,
22,2000,500000,重庆市,重庆,187.64,87.2442,87.2442,643.4,1822.06,2848.82,1013.88,1834.94,280.45,15.4,766.98,42.1,774.63,42.5,6383.0,1900.0,6152.0,8.24,,,0.0478821773157854,0.102982338671613,6383.0,0.353116801861629,0.990124317416057,0.355894721323214,0.990124317416057,2.267,3.23789473684211,345.730582524272,,
23,2000,510000,四川省,四川,452.0,233.863,233.863,1523.7,3928.2,8329.0,1387.8,6941.2,945.58,24.07,1549.51,39.45,1433.11,36.48,4955.72,1929.0,5886.0,48.61,,,0.0595343923425488,0.115065424367395,4955.72,0.387887582098671,1.08122195783994,0.166622643774763,1.08122195783994,2.1538,3.05132192846034,171.343344990743,,
24,2000,520000,贵州省,贵州,201.57,85.2324,85.2324,343.7,1029.92,3755.72,896.49,2859.23,270.99,26.3,367.73,35.7,391.2,38.0,2759.0,1399.0,5117.0,17.62,,,0.0827563305887836,0.195714230231474,2759.0,0.333715240018642,0.940005112474438,0.238699903081167,0.940005112474438,2.094,3.65761258041458,213.150964812713,,
25,2000,530000,云南省,云南,414.11,180.745,180.745,583.2,2030.08,4240.8,990.6,3250.2,442.29,21.79,751.64,37.03,836.15,41.19,4814.0,1508.0,6277.0,38.32,,,0.0890334371059269,0.203987034993695,4814.0,0.287279319041614,0.898929617891527,0.233588002263724,0.898929617891527,2.1526,4.16246684350133,110.668058455115,,
26,2000,540000,西藏自治区,西藏,59.97,5.3848,5.3848,42.9,117.8,258.0,50.22,209.61,35.41,30.1,55.34,46.98,27.05,22.9,4571.74,1330.0,7459.0,122.84,,,0.0457113752122241,0.509083191850594,4571.74,0.364176570458404,2.04584103512015,0.194651162790698,2.04584103512015,2.1684,5.60827067669173,2.10029306414849,,
27,2000,610000,陕西省,陕西,271.76,114.9711,114.9711,607.6,1804.0,3644.0,1176.0,2468.0,258.22,14.31,763.2,42.31,782.58,43.38,4968.33,1472.0,5098.0,20.56,,,0.0637312084257206,0.150643015521064,4968.33,0.336807095343681,0.975235758644484,0.322722283205269,0.975235758644484,2.28,3.4633152173913,177.237354085603,,
28,2000,620000,甘肃省,甘肃,188.23,61.2849,61.2849,362.7,1052.88,2515.31,603.93,1911.38,194.1,18.44,437.13,41.52,421.65,40.05,4163.32,1458.0,4970.0,42.59,,,0.0582069181673125,0.178776308791125,4163.32,0.344483701846364,1.0367129135539,0.240101617693247,1.0367129135539,2.231,3.40877914951989,59.0586992251702,,
29,2000,630000,青海省,青海,68.26,16.5843,16.5843,82.1,263.68,516.5,179.54,336.96,40.12,15.22,142.66,54.1,80.9,30.7,5138.41,1504.0,5221.0,72.23,,,0.0628955552184466,0.258874393203884,5138.41,0.311362257281553,1.76341161928307,0.347608906098742,1.76341161928307,2.3892,3.47140957446808,7.15076837878998,,
30,2000,640000,宁夏回族自治区,宁夏,60.84,20.8244,20.8244,90.2,295.02,554.0,180.39,373.94,46.03,15.6,127.56,43.24,121.43,41.16,5375.68,1760.0,4894.0,6.64,,,0.0705864009219714,0.206223306894448,5375.68,0.305741983594333,1.05048175903813,0.325613718411552,1.05048175903813,2.2764,2.78068181818182,83.433734939759,,
31,2000,650000,新疆维吾尔自治区,新疆,190.95,79.0724,79.0724,374.5,1363.56,1849.41,624.18,1225.23,274.38,20.1,564.18,41.4,525.0,38.5,7372.0,1644.0,5721.0,163.15,,,0.0579896740884156,0.140037842119159,7372.0,0.274648713661298,1.07462857142857,0.33750223044106,1.07462857142857,2.213,3.47992700729927,11.3356420471958,,
32,2001,110000,北京市,北京,559.11,454.1676,454.1676,1593.5,3861.5,1385.1,1081.2,303.9,80.8,2.1,2653.6,68.7,1127.2,29.2,28097.0,4921.0,11939.0,1.64,,,0.117614294963097,0.144790884371358,28097.0,0.412663472743752,2.3541518807665,0.780593458956032,2.3541518807665,2.666,2.42613289981711,844.573170731707,,
33,2001,120000,天津市,天津,234.67,163.635,163.635,832.7,1756.89,1004.06,616.86,387.2,78.73,4.5,819.4,46.6,858.76,48.9,17523.34,3911.0,8672.0,1.2,,,0.0931390126871916,0.133571253749523,17523.34,0.47396251330476,0.954166472588383,0.614365675358046,0.954166472588383,2.421,2.21733571976477,836.716666666667,,
34,2001,130000,河北省,河北,514.18,283.5023,283.5023,1778.3,5062.9,6699.13,1313.53,5385.6,913.9,18.1,1855.4,36.6,2293.5,45.3,7572.0,2611.0,5957.0,18.88,,,0.0559960299433131,0.101558395386044,7572.0,0.351241383396867,0.808981905384783,0.196074714179304,0.808981905384783,2.185,2.28150134048257,354.826800847458,,
35,2001,140000,山西省,山西,289.5,132.7618,132.7618,679.9,2029.53,3271.63,1147.92,2123.71,171.09,8.43,902.43,44.46,956.01,47.1,6226.0,2018.0,5377.0,15.67,,,0.0654150468335033,0.142643863357526,6226.0,0.335003670800629,0.943954561144758,0.350870972573304,0.943954561144758,2.3601,2.66451932606541,208.783024888322,,
36,2001,150000,内蒙古自治区,内蒙古,319.26,99.4313,99.4313,537.3,1713.81,2381.45,1036.8,1344.6,358.89,20.94,699.24,40.8,655.68,38.3,7210.0,1999.0,5568.0,118.3,,,0.058017691576079,0.18628669455774,7210.0,0.313511999579883,1.06643484626647,0.435365008713179,1.06643484626647,2.1994,2.78539269634817,20.1306001690617,,
37,2001,210000,辽宁省,辽宁,635.43,370.4387,370.4387,2034.9,5033.08,4194.0,1875.4,2318.6,530.67,10.54,2070.87,41.15,2431.54,48.31,12015.0,2532.0,5871.0,14.87,,,0.073600797126213,0.126250725202063,12015.0,0.404305117343654,0.851670134976188,0.447162613257034,0.851670134976188,2.3061,2.31872037914692,282.044384667115,,
38,2001,220000,吉林省,吉林,326.43,121.1015,121.1015,909.1,1900.85,2690.8,1340.0,1433.0,405.34,20.2,748.0,36.53,747.51,43.34,7076.0,2192.0,5273.0,18.74,,,0.0637091301259963,0.17172843727806,7076.0,0.478259725912092,1.00065550962529,0.497993161884941,1.00065550962529,2.1647,2.40556569343066,143.58591248666,,
39,2001,230000,黑龙江省,黑龙江,478.27,213.6398,213.6398,1198.9,3043.38,3811.0,1996.2,1814.8,426.55,14.0,950.9,31.3,1665.9,54.7,7989.97,2262.0,5528.0,47.07,,,0.070198200684765,0.157150930872911,7989.97,0.393937004251852,0.570802569181824,0.523799527683023,0.570802569181824,2.173,2.44385499557913,80.96452092628,,
40,2001,310000,上海市,上海,708.14,609.4719,609.4719,1861.3,5257.66,1668.33,1304.63,363.7,76.05,1.5,2767.8,52.6,2413.8,45.9,32089.0,5837.0,12976.0,0.63,,,0.115920751817348,0.134687294347676,32089.0,0.354016805955501,1.14665672383793,0.781997566428704,1.14665672383793,2.511,2.22305979098852,2648.14285714286,,
41,2001,320000,江苏省,江苏,729.64,572.1473,572.1473,2869.0,9456.84,7358.52,3134.73,4223.79,1094.48,11.57,3454.9,36.53,4907.46,51.89,12879.0,3778.0,7311.0,10.72,,,0.0605008967054534,0.0771547366773679,12879.0,0.303378295498285,0.704009813630677,0.426000065230508,0.704009813630677,2.2494,1.93515087347803,686.429104477612,,
42,2001,330000,浙江省,浙江,597.3,500.6948,500.6948,2555.5,6927.7,4728.8,1097.5,3631.3,659.78,9.5,2677.85,38.7,3590.07,51.8,14726.0,4697.0,10399.0,10.56,,,0.0722743190380646,0.0862190914733606,14726.0,0.368881446944874,0.745904675953394,0.23208847910675,0.745904675953394,2.292,2.21396636150734,447.80303030303,,
43,2001,340000,安徽省,安徽,403.8,192.1813,192.1813,1142.8,3502.78,6128.0,1021.8,5106.2,760.77,21.7,1483.81,42.4,1258.2,35.9,5732.0,2073.0,5645.0,14.01,,,0.0548653640822432,0.115279863422767,5732.0,0.326255145912675,1.17931171514862,0.166742819843342,1.17931171514862,2.207,2.72310660877955,437.401855817273,,
44,2001,350000,福建省,福建,373.19,274.2846,274.2846,1499.5,4072.85,3445.38,1473.0,1972.0,624.15,15.3,1652.02,40.6,1796.68,44.1,11882.86,3401.0,8092.0,12.4,,,0.067344635820126,0.0916287120812208,11882.86,0.36816970917171,0.919484827570853,0.427529038886857,0.919484827570853,2.253,2.37930020582182,277.853225806452,,
45,2001,360000,江西省,江西,283.71,131.979,131.979,763.3,2175.68,4186.0,1272.89,2912.88,506.0,23.26,883.56,40.61,786.12,36.13,5221.0,2254.0,5525.0,16.69,,,0.0606610347109869,0.13040061038388,5221.0,0.350832843065157,1.123950541902,0.304082656473961,1.123950541902,2.1735,2.45119787045253,250.80886758538,,
46,2001,370000,山东省,山东,753.78,573.1793,573.1793,2834.9,9076.22,9041.0,2007.9,7033.1,1340.46,14.8,3269.02,36.0,4466.74,49.2,10063.44,2810.0,6995.0,15.81,,,0.0631517636196566,0.0830499921773602,10063.44,0.312343684926104,0.731858133672432,0.222088264572503,0.731858133672432,2.212,2.48932384341637,571.853257432005,,
47,2001,410000,河南省,河南,508.58,267.7459,267.7459,1979.8,5533.01,9555.0,1689.4,7865.6,1195.39,21.6,1839.91,33.25,2497.71,45.14,5959.08,2133.0,5221.0,16.7,,,0.0483906408988959,0.0919174192708851,5959.08,0.357816089253408,0.736638761105172,0.176807953950811,0.736638761105172,2.1163,2.44772620721988,572.155688622754,,
48,2001,420000,湖北省,湖北,484.4,231.941,231.941,1975.2,3880.53,5658.0,2308.5,3349.5,692.17,17.8,1619.03,41.7,1569.33,40.5,6865.76,2414.0,5838.0,18.59,,,0.0597704437280475,0.124828309535038,6865.76,0.509002636237833,1.03166956599313,0.408006362672322,1.03166956599313,2.239,2.41839270919635,304.357181280258,,
49,2001,430000,湖南省,湖南,431.7,205.4078,205.4078,1511.1,3831.9,6595.85,2031.52,5413.8,825.73,21.5,1593.35,41.6,1412.82,36.9,6120.0,2351.0,6861.0,21.18,,,0.0536046869699105,0.112659516166915,6120.0,0.394347451655837,1.12777990119053,0.307999727101132,1.12777990119053,2.201,2.91833262441514,311.418791312559,,
50,2001,440000,广东省,广东,1321.33,1160.5126,1160.5126,4515.3,12126.59,8733.18,2548.18,6185.0,988.84,8.1,5573.09,46.0,5564.66,45.9,13952.08,3711.0,10068.0,17.98,,,0.0956998298779789,0.108961381559037,13952.08,0.372347048923069,1.00151491735344,0.291781458758436,1.00151491735344,2.379,2.71301535974131,485.716351501668,,
51,2001,450000,广西壮族自治区,广西,351.65,178.6706,178.6706,935.9,2279.34,4788.0,1350.0,3438.0,576.34,25.3,933.78,41.0,769.22,33.7,5058.0,2024.0,6612.0,23.76,,,0.0783869892161766,0.154277115305308,5058.0,0.410601314415576,1.21393099503393,0.281954887218045,1.21393099503393,2.157,3.26679841897233,201.515151515152,,
52,2001,460000,海南省,海南,78.94,43.7656,43.7656,187.5,579.18,795.55,290.95,504.6,196.78,33.97,248.56,42.92,133.84,23.11,7315.0,2262.0,5800.0,3.51,,,0.0755647639766567,0.136296142822611,7315.0,0.32373355433544,1.85714285714286,0.365721827666394,1.85714285714286,2.0895,2.56410256410256,226.652421652422,,
53,2001,500000,重庆市,重庆,237.55,106.1243,106.1243,699.3,2014.59,2829.21,1058.12,1771.09,290.1,14.4,864.57,42.9,859.92,42.7,7096.0,1982.0,6544.0,8.24,,,0.0526778649750073,0.117914811450469,7096.0,0.347117775825354,1.00540747976556,0.373998395311765,1.00540747976556,2.285,3.30171543895056,343.35072815534,,
54,2001,510000,四川省,四川,594.1,271.1245,271.1245,1680.4,4293.49,8143.0,1217.1,6925.9,981.67,22.86,1739.81,40.52,1572.01,36.61,5376.2,2022.0,6348.0,48.61,,,0.0631478121528174,0.138372279893513,5376.2,0.391383233686348,1.10674232352211,0.149465798845634,1.10674232352211,2.1764,3.13946587537092,167.516971816499,,
55,2001,520000,贵州省,贵州,275.2,99.7494,99.7494,378.0,1133.27,3798.51,910.12,2888.39,274.17,24.2,425.58,37.5,433.52,38.3,3000.0,1446.0,5444.0,17.62,,,0.0880190951847309,0.242837099720278,3000.0,0.333548051214627,0.981684812696069,0.239599211269682,0.981684812696069,2.133,3.76486860304288,215.579455164586,,
56,2001,530000,云南省,云南,496.43,191.2799,191.2799,655.4,2159.0,4287.4,1066.0,3221.4,444.42,20.58,843.19,39.05,871.39,40.36,5063.0,1575.0,6729.0,38.32,,,0.0885965261695229,0.229935155164428,5063.0,0.303566465956461,0.967637911842,0.248635536688902,0.967637911842,2.1845,4.27238095238095,111.884133611691,,
57,2001,540000,西藏自治区,西藏,104.57,6.1108,6.1108,49.0,139.16,263.55,51.77,211.78,36.53,26.2,70.66,50.78,31.97,22.97,5317.74,1402.0,7915.0,122.84,,,0.0439120436907157,0.751437194596148,5317.74,0.352112676056338,2.21019705974351,0.196433314361601,2.21019705974351,2.2448,5.64550641940086,2.14547378704005,,
58,2001,610000,陕西省,陕西,350.05,135.8109,135.8109,665.1,2010.62,3653.14,1228.0,2425.0,263.63,15.6,868.17,40.1,878.82,44.3,5510.81,1529.0,5447.0,20.56,,,0.0675467766161681,0.174100526205847,5510.81,0.330793486586227,0.987881477435652,0.33614917577755,0.987881477435652,2.245,3.5624591236102,177.681906614786,,
59,2001,620000,甘肃省,甘肃,235.46,69.9485,69.9485,395.4,1125.37,2523.35,618.47,1904.88,207.96,18.48,459.4,40.82,458.07,40.7,4466.94,1550.0,5461.0,42.59,,,0.0621560020260003,0.209228964696056,4466.94,0.351351111190097,1.00290348636671,0.245098777418907,1.00290348636671,2.2234,3.52322580645161,59.2474759333177,,
60,2001,630000,青海省,青海,101.3,19.8241,19.8241,90.4,300.13,523.1,190.0,333.1,44.74,14.91,159.3,53.1,96.09,32.0,5773.95,1577.0,5931.0,72.23,,,0.0660517109252657,0.337520407823277,5773.95,0.30120281211475,1.65782079300656,0.3632192697381,1.65782079300656,2.3821,3.76093849080533,7.2421431538142,,
61,2001,640000,宁夏回族自治区,宁夏,93.58,27.5745,27.5745,98.9,337.44,563.22,187.67,375.56,49.67,14.72,151.89,45.01,135.89,40.27,6039.05,1873.0,5516.0,6.64,,,0.0817167496443812,0.277323376007587,6039.05,0.293089141773352,1.11774229155935,0.333209047974149,1.11774229155935,2.3029,2.94500800854245,84.8222891566265,,
62,2001,650000,新疆维吾尔自治区,新疆,263.32,95.0933,95.0933,406.3,1491.6,1876.19,633.21,1242.98,274.33,18.4,656.74,44.0,560.53,37.6,7945.0,1747.0,6512.0,163.15,,,0.0637525475998927,0.176535264145884,7945.0,0.272392062215071,1.1716411253635,0.337497801395381,1.1716411253635,2.256,3.72753291356611,11.4997854734907,,
63,2002,110000,北京市,北京,628.35,533.99,533.99,1744.8,4525.7,1423.2,1118.0,305.2,82.4,1.8,3208.2,70.9,1235.1,27.3,32231.0,5259.0,12949.0,1.64,,,0.1179905870915,0.138840400380052,32231.0,0.385531519985859,2.59752246781637,0.785553681843732,2.59752246781637,2.691,2.46225518159346,867.804878048781,,
64,2002,120000,天津市,天津,265.21,171.8323,171.8323,941.4,1926.87,1007.18,620.58,386.6,84.21,4.4,911.2,47.3,931.46,48.3,19161.02,4229.0,8968.0,1.2,,,0.0891769034755848,0.137637723354456,19161.02,0.488564355664887,0.978249200180362,0.61615599992057,0.978249200180362,2.429,2.12059588555214,839.316666666667,,
65,2002,130000,河北省,河北,576.59,302.3068,302.3068,1968.3,5518.9,6735.0,1346.2,5388.8,957.0,17.3,2094.2,38.0,2467.7,44.7,8216.0,2695.0,6641.0,18.88,,,0.0547766402725181,0.104475529543931,8216.0,0.356647157948142,0.848644486769056,0.199881217520416,0.848644486769056,2.207,2.46419294990724,356.726694915254,,
66,2002,140000,山西省,山西,334.27,150.8245,150.8245,755.4,2324.8,3293.71,1254.56,2039.15,197.8,8.51,992.69,42.7,1134.31,48.79,7082.0,2236.0,6214.0,15.67,,,0.0648763334480385,0.143784411562285,7082.0,0.32493117687543,0.875148768855075,0.380895707272346,0.875148768855075,2.3419,2.77906976744186,210.192086790045,,
67,2002,150000,内蒙古自治区,内蒙古,393.57,112.8546,112.8546,606.0,1940.94,2384.05,1050.3,1333.8,374.69,19.3,811.47,41.8,754.78,38.9,8146.0,2120.0,6096.0,118.3,,,0.0581443012148753,0.20277288324214,8146.0,0.312219852236545,1.0751079784838,0.440552840754179,1.0751079784838,2.225,2.87547169811321,20.1525781910397,,
68,2002,210000,辽宁省,辽宁,690.92,399.6888,399.6888,2258.4,5458.22,4203.0,1888.5,2314.5,574.13,10.52,2284.37,41.85,2599.72,47.63,12986.0,2716.0,6629.0,14.87,,,0.0732269494450572,0.126583391655155,12986.0,0.413761262829274,0.878698475220408,0.449321912919343,0.878698475220408,2.3133,2.44072164948454,282.649630127774,,
69,2002,220000,吉林省,吉林,362.62,131.4885,131.4885,1008.1,2043.09,2699.4,1373.5,1443.5,441.6,19.86,808.0,36.5,793.49,43.6,7581.0,2315.0,6159.0,18.74,,,0.0643576641263968,0.17748606277746,7581.0,0.493419281578394,1.01828630480535,0.508816774097948,1.01828630480535,2.1656,2.66047516198704,144.044823906083,,
70,2002,230000,黑龙江省,黑龙江,531.87,231.8908,231.8908,1320.0,3242.71,3813.0,2004.5,1808.5,464.2,14.3,1050.2,32.4,1728.3,53.3,8506.58,2381.0,6246.0,47.07,,,0.0715114210028032,0.164020217657453,8506.58,0.407066928587509,0.607649134988139,0.525701547338054,0.607649134988139,2.181,2.62326753464931,81.0070108349267,,
71,2002,310000,上海市,上海,862.38,708.9518,708.9518,2035.2,5795.02,1712.97,1352.27,360.7,77.7,1.3,3082.1,53.2,2635.3,45.5,34277.0,6178.0,13367.0,0.63,,,0.122338110998754,0.148813981660115,34277.0,0.351198097676971,1.16954426441012,0.789430054233291,1.16954426441012,2.519,2.16364519261897,2719.0,,
72,2002,320000,江苏省,江苏,860.25,643.6966,643.6966,3215.8,10606.85,7405.5,3310.25,4095.25,1110.44,10.47,3891.92,36.69,5604.49,52.84,14369.0,3972.0,8088.0,10.72,,,0.0606868768767353,0.081103249315301,14369.0,0.303181434638936,0.69442893108918,0.446998852204443,0.69442893108918,2.2622,2.03625377643505,690.811567164179,,
73,2002,330000,浙江省,浙江,749.9,566.8522,566.8522,2877.5,8040.66,4776.4,1112.3,3664.1,685.2,8.5,3242.59,40.3,4112.87,51.2,16918.0,5096.0,11624.0,10.56,,,0.0704982178079909,0.0932634883206105,16918.0,0.357868632674432,0.788400800414309,0.232874131144795,0.788400800414309,2.318,2.28100470957614,452.310606060606,,
74,2002,340000,安徽省,安徽,456.86,200.2154,200.2154,1228.7,3827.66,6144.0,1024.1,5119.9,783.66,20.5,1696.74,44.3,1347.26,35.2,6238.0,2187.0,6001.0,14.01,,,0.0523075194766515,0.119357518692883,6238.0,0.321005522956584,1.2594005611389,0.166682942708333,1.2594005611389,2.238,2.74394147233653,438.543897216274,,
75,2002,350000,福建省,福建,397.56,272.8867,272.8867,1663.3,4467.55,3476.03,1587.0,1889.0,659.51,14.8,1778.85,39.8,2029.19,45.4,12910.13,3565.0,8883.0,12.4,,,0.0610819576725498,0.088988371702611,12910.13,0.372306969144162,0.876630576732588,0.456555323170398,0.876630576732588,2.25,2.49172510518934,280.325,,
76,2002,360000,江西省,江西,341.38,140.5457,140.5457,832.7,2450.48,4222.0,1359.62,2862.81,535.98,21.87,972.73,39.7,941.77,38.43,5828.79,2335.0,6363.0,16.69,,,0.0573543550651301,0.139311481832131,5828.79,0.339810975808821,1.03287426866432,0.322032212221696,1.03287426866432,2.1783,2.72505353319058,252.965847813062,,
77,2002,370000,山东省,山东,860.65,610.2242,610.2242,3181.9,10076.52,9082.0,2043.9,7038.1,1369.15,13.6,3669.74,36.4,5037.63,50.0,11120.15,2955.0,7473.0,15.81,,,0.0605590223608944,0.0854114317244445,11120.15,0.315773699650276,0.728465568134222,0.225049548557586,0.728465568134222,2.228,2.52893401015228,574.446552814674,,
